Customer_ID,Count,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Satisfication_Score,Quarter,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Churn_Category
2054-PJOCK,1,0,nan,0,0,1,0,0,0,0,309,93705,784,36.78724,-119.827813,nan,0,0,0,42,2,1,5.95,0,0,4,nan,0,0,2,0,0,0,0,0,0,0,1,20.35,869.9,0,0,249.9,1119.8,0
7100-FQPRV,1,1,51,0,0,1,0,0,1,0,163,95926,1386,39.745712,nan,3,1,1,3,3,0,1,31.06,0,0,3,0,0,0,0,0,2,0,0,2,0,2,0,20,49.65,nan,0,93.18,142.83,0
7596-LDUXP,1,2,34,0,0,0,0,0,0,0,777,92121,84,32.898613,-117.202937,3,0,0,0,1,0,1,41.77,2,1,2,15,2,0,2,0,0,1,1,1,0,1,0,80.8,nan,0,0,41.77,122.57,1
2897-DOVND,1,1,nan,0,0,1,0,0,1,0,599,92657,143,33.603282,-117.821841,4,0,1,8,61,2,1,12.32,1,1,2,7,0,1,1,1,1,2,1,2,0,1,3,114.1,7132.15,nan,0,751.52,nan,0
3144-AUDBS,nan,2,nan,2,2,2,2,nan,0,0,257,nan,425,34.079934,-118.046695,nan,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,5
8785-CJSHH,1,1,44,0,0,0,1,2,0,0,611,92258,290,33.906496,-116.569499,3,0,0,0,62,0,1,24.48,0,0,4,0,0,0,0,2,0,0,2,0,2,0,3,20,1250.1,0,0,1517.76,2767.86,0
0487-VVUVK,1,1,80,0,1,1,0,0,0,1,448,92651,138,33.570023,nan,nan,0,1,9,nan,0,1,14.49,1,1,2,17,1,1,1,0,2,0,0,1,1,1,0,101.9,5265.5,0,0,724.5,5990,0
2890-WFBHU,1,1,42,0,0,1,0,0,0,0,568,90640,360,34.015217,-118.109962,nan,0,2,5,67,1,1,17.4,2,1,2,11,0,1,1,2,0,1,1,0,2,1,0,93.15,6368.2,0,nan,1165.8,7624,0
1131-ALZWV,1,0,78,0,1,2,0,0,0,0,500,90040,346,33.994524,-118.149953,5,0,0,nan,49,0,2,35.65,0,1,1,3,0,2,0,0,0,0,2,1,2,2,1,43.8,nan,20.45,0,1746.85,3832.45,0
2207-OBZNX,nan,2,nan,2,2,2,2,nan,0,0,351,93434,632,34.936,-120.594655,3,0,1,1,66,1,1,48.11,0,1,0,27,0,0,2,1,0,2,0,1,1,1,3,49.4,3251.85,0,0,3175.26,6427.11,0
9412-ARGBX,1,1,53,0,0,0,0,0,0,0,500,90004,421,34.076259,-118.310715,3,0,2,nan,45,0,0,0,0,2,1,10,1,0,1,1,0,2,0,1,1,0,0,42.3,1840.75,0,0,0,nan,0
4979-HPRFL,nan,2,nan,2,2,2,2,nan,0,0,1012,93665,805,36.959731,-120.653519,2,0,0,0,59,0,1,10.78,1,1,2,15,0,0,0,0,1,1,0,2,3,2,0,93.85,5574.75,8.13,0,636.02,6202.64,4
3793-MMFUH,1,1,41,2,2,1,1,3,0,0,1012,nan,894,37.393554,-121.965114,1,0,1,1,31,6,0,nan,0,1,1,23,1,0,2,2,0,0,0,2,0,0,3,nan,1077.5,0,0,nan,1077.5,3
5515-RUGKN,1,1,20,1,0,1,1,1,0,0,253,92020,52,32.79697,-116.969082,4,0,1,1,nan,6,1,38.3,0,1,1,nan,0,2,1,0,0,0,1,1,1,2,1,55.8,2651.2,0,0,1838.4,4489.6,0
2485-ITVKB,1,1,nan,1,0,1,2,0,0,0,533,nan,341,33.988572,nan,5,1,2,0,56,0,1,48.87,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,19.95,1126.75,0,0,2736.72,3863.47,0
8937-RDTHP,1,1,55,0,0,0,0,0,0,0,409,91935,18,32.695681,-116.798386,3,0,2,0,nan,0,1,31.92,0,1,2,4,0,2,2,1,0,1,1,1,0,1,0,90.4,356.65,0,nan,127.68,484.33,0
1335-HQMKX,1,1,51,0,0,1,0,0,0,0,28,92539,131,33.527605,-116.666551,3,0,1,nan,24,3,1,nan,1,1,2,15,0,1,1,0,1,1,1,1,0,1,0,104.65,nan,0,0,72,2614.45,1
1200-TUZHR,1,0,34,0,0,0,0,0,0,0,522,95336,1024,37.830267,-121.201018,3,0,0,0,8,5,1,33.54,0,2,1,14,1,0,0,1,2,1,1,1,0,0,0,66.05,574.5,0,0,268.32,842.82,0
5173-WXOQV,1,2,77,2,1,0,0,0,0,0,780,94127,985,37.736535,-122.45732,4,1,0,0,22,0,2,23.43,0,2,2,22,1,1,0,0,0,2,0,2,3,0,0,81.7,1820.9,29.88,0,515.46,2306.48,0
3506-OVLKD,1,1,nan,2,0,0,0,0,0,1,1012,91340,564,34.286131,nan,5,0,0,nan,9,0,2,34.75,1,1,2,nan,0,0,0,0,0,0,0,1,0,1,0,nan,nan,0,0,312.75,997.6,0
4877-TSOFF,nan,2,55,2,0,0,0,0,0,0,442,90623,257,33.850504,-118.039892,3,0,0,0,10,4,2,12.78,0,1,2,2,0,0,0,0,1,1,1,1,0,2,0,89.5,863.1,0,0,127.8,990.9,3
3744-ZRRDZ,nan,2,50,0,0,0,0,0,1,1,1012,nan,1526,nan,nan,3,0,0,0,69,0,1,2.52,0,1,2,24,0,1,1,1,2,1,1,2,1,1,0,nan,7262,0,0,173.88,7435.88,3
2320-JRSDE,1,0,39,0,0,1,0,0,0,1,682,nan,1526,39.955587,-123.681175,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
5176-LDKUH,1,0,22,1,0,0,0,0,0,0,94,92227,1526,33.03933,-115.191857,4,0,0,0,13,0,2,44.99,2,2,2,nan,0,0,2,0,0,1,1,1,3,1,0,80.5,1011.8,nan,0,584.87,1571.68,0
7508-SMHXL,1,1,46,0,0,0,2,0,0,0,606,92860,301,33.925833,-117.559639,4,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
5512-IDZEI,1,1,42,0,0,0,0,0,0,0,926,93274,1526,36.185471,-119.375243,3,0,0,0,52,2,0,0,2,1,0,14,0,1,0,0,0,0,0,1,1,0,2,30.1,1623.4,11.72,0,0,1611.68,0
7103-IPXPJ,nan,2,nan,2,2,2,2,nan,0,0,723,92066,111,33.215251,-116.53633,nan,0,2,nan,50,2,1,9.18,1,2,2,2,1,1,1,0,1,1,1,1,0,0,0,108.75,nan,0,0,459,5890.9,0
4026-SKKHW,1,1,43,0,0,0,0,0,0,0,1012,94114,993,37.758085,-122.434801,1,0,0,0,24,0,1,8.99,1,1,1,nan,1,2,0,0,2,0,0,0,0,1,0,55.65,nan,0,60,215.76,1676.31,1
5844-QVTAT,1,0,77,0,1,1,0,0,1,1,664,92267,558,34.273872,-114.192901,4,0,1,2,63,0,1,18.14,1,1,2,2,0,1,1,0,1,1,1,1,0,1,3,103.5,6479.4,0,0,nan,7622.22,0
5940-AHUHD,1,1,73,2,1,2,0,0,0,1,117,93207,695,35.865795,-118.69759,3,0,0,0,1,5,1,49.34,0,1,1,15,0,0,0,0,0,2,0,1,2,0,0,45.2,45.2,0,0,49.34,94.54,0
4767-HZZHQ,nan,2,nan,2,2,2,2,nan,1,1,1012,nan,1526,nan,nan,3,0,0,0,34,0,1,45.56,0,1,1,7,2,1,0,0,0,1,1,1,3,2,0,64.35,2053.05,46.39,0,1549.04,3555.7,0
8455-HIRAQ,1,1,75,0,1,1,0,0,1,1,1012,nan,1526,nan,nan,3,0,1,3,72,6,1,nan,1,1,0,nan,1,2,1,0,1,1,0,1,2,0,1,84.45,5899.85,0,0,1203.84,7103.69,0
8338-QIUNR,1,0,26,1,0,0,0,0,0,0,677,94952,1134,38.237018,-122.77872,3,0,0,0,54,0,1,11.76,1,1,2,52,0,0,1,1,0,1,1,1,2,1,0,95.1,5064.85,nan,0,635.04,5699.89,0
0657-DOGUM,1,0,68,0,1,0,0,nan,1,1,1012,nan,1526,nan,nan,1,0,0,0,4,0,1,26.23,1,1,4,29,0,0,0,0,0,0,0,1,0,2,0,74.9,nan,0,0,nan,426.67,4
7989-AWGEH,nan,0,43,0,0,0,0,0,0,1,427,95646,1232,38.631489,-120.015167,nan,0,0,0,nan,2,1,19.04,0,1,2,21,1,0,1,1,2,1,2,2,3,2,1,102.5,4904.25,0,0,913.92,5818.17,0
5174-RNGBH,1,0,42,0,0,1,1,1,0,0,500,90031,430,34.085807,-118.206617,4,0,1,5,10,0,1,26.37,1,2,0,26,1,1,0,2,1,0,0,1,1,0,0,70.3,676.15,0,0,263.7,939.85,0
3345-PBBFH,1,1,66,0,1,1,0,0,1,1,1012,nan,1526,nan,nan,nan,0,1,10,nan,0,1,nan,1,1,2,20,1,1,2,0,0,0,0,1,3,0,0,83.85,nan,0,nan,3008.3,nan,0
8738-JOKAR,1,0,55,0,0,0,0,0,0,0,400,90302,1526,33.975332,-118.355252,4,0,0,nan,1,0,1,2.38,0,0,3,0,0,0,0,0,2,0,0,0,0,2,1,19.9,nan,0,0,2.38,22.28,0
4931-TRZWN,nan,2,nan,2,2,2,2,nan,0,0,613,91324,546,34.238208,-118.55029,3,0,2,1,40,0,1,nan,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.1,780.1,45.6,0,nan,1989.3,0
7148-XZPHA,1,1,nan,1,0,0,0,0,0,0,500,90057,405,nan,-118.277939,4,0,0,0,nan,6,1,29.16,1,1,0,nan,1,0,0,1,1,1,1,1,2,1,1,nan,4217.8,0,0,1516.32,5734.12,0
4075-JFPGR,1,1,45,0,2,0,2,0,0,0,659,nan,119,33.3249,-114.758334,nan,0,0,0,nan,0,1,33.93,1,1,4,18,0,1,1,0,1,1,1,1,1,1,0,104.95,7544.3,25.42,0,2442.96,9961.84,0
2235-EZAIK,1,2,68,0,1,1,0,0,0,0,751,95366,991,37.750778,-121.13238,4,0,1,nan,54,0,1,23.94,0,0,3,0,0,0,2,0,0,2,2,2,2,1,2,18.95,1031.1,0,0,1292.76,2323.86,0
6810-VCAEX,nan,2,nan,2,2,2,2,nan,1,1,1012,nan,1526,nan,nan,3,0,0,0,8,0,1,29.66,2,1,2,12,0,2,0,0,1,1,2,1,0,0,0,95.65,778.1,0,0,237.28,1015.38,3
9479-HYNYL,1,0,47,0,2,0,0,nan,0,0,1012,92586,170,33.707483,-117.200006,1,0,0,0,23,4,1,27.61,1,1,2,23,0,0,0,0,0,0,0,1,0,0,0,75.6,1758.6,0,0,635.03,2393.63,2
7312-XSBAT,1,0,26,1,0,2,2,3,0,0,780,94105,1005,37.789168,-122.395009,nan,0,0,0,8,0,1,45.87,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,19.95,170.9,nan,0,366.96,537.86,0
5583-SXDAG,nan,2,nan,2,2,2,2,nan,0,0,180,92236,162,33.680031,-116.171678,nan,0,0,0,26,3,0,0,0,1,0,47,0,0,1,2,0,0,0,2,0,0,0,35.75,1022.5,0,nan,0,1022.5,0
8760-ZRHKE,nan,1,53,0,2,0,0,0,0,0,44,90704,123,nan,-118.421305,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
9822-OAOVB,1,1,38,0,2,0,0,0,1,1,1012,nan,1526,nan,nan,4,0,0,nan,5,5,1,13.96,0,1,1,5,0,0,1,1,1,2,0,1,3,1,3,63.95,318.1,0,0,nan,387.9,0
6631-HMANX,1,0,nan,1,0,2,2,0,0,0,658,96073,1452,nan,-122.195512,3,0,1,5,63,2,1,20.51,0,2,2,nan,0,1,0,0,1,1,1,0,3,1,0,96,6109.75,0,30,1292.13,7431.88,0
0564-MUUQK,nan,2,nan,2,2,2,2,nan,0,0,765,95818,1214,nan,-121.495817,3,0,1,5,68,1,1,22.83,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,nan,1728.2,0,0,1552.44,3280.64,0
4524-QCSSM,1,0,nan,1,0,1,0,0,1,0,786,95124,851,37.257063,-121.923037,nan,0,1,3,62,2,1,42.68,1,1,2,51,1,1,1,1,1,1,1,1,2,0,3,113.95,6891.4,0,0,2646.16,9537.56,0
6296-DDOOR,1,2,36,0,0,0,0,0,0,0,777,92107,30,32.741852,-117.243453,4,0,0,0,51,6,1,nan,2,1,2,7,0,0,2,0,1,1,1,1,3,0,1,87.55,nan,0,0,732.87,5208.77,0
5843-TTHGI,1,1,80,0,1,0,0,0,0,0,1012,91304,1526,34.224377,-118.632656,3,0,0,0,1,0,1,28.49,1,2,2,18,0,0,0,0,0,2,0,1,0,1,0,75.35,75.35,0,0,28.49,103.84,3
9480-BQJEI,1,0,25,1,2,1,0,0,0,0,567,95462,1184,nan,-123.015549,3,0,0,0,72,0,1,21.96,1,1,2,59,1,0,1,0,1,1,1,1,2,2,0,105.5,7544,0,0,1581.12,9125.12,0
5233-GEEAX,1,1,56,0,0,0,0,0,0,0,742,91335,530,34.200175,-118.540958,1,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,1
7471-MQPOS,1,1,70,0,1,1,1,3,0,0,309,93701,778,36.749403,-119.787574,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
2462-XIIJB,nan,2,nan,2,2,2,2,nan,1,1,1012,nan,1526,nan,nan,nan,1,0,0,8,0,0,0,0,1,0,4,1,2,2,2,0,1,1,1,2,1,2,44.55,343.45,nan,0,0,343.45,0
1951-IEYXM,1,0,56,0,0,1,1,2,1,0,988,95693,1526,38.392559,nan,5,0,1,4,70,1,1,33.25,1,2,2,15,1,1,1,2,2,1,1,1,2,1,1,113.05,7869.05,0,0,2327.5,nan,0
0689-DSXGL,1,1,54,0,0,0,1,3,0,0,343,95947,1415,40.160386,-120.835428,4,0,0,0,29,3,1,2,0,0,3,nan,0,0,0,0,0,2,2,2,1,0,2,19.85,nan,0,0,58,593.05,0
5858-EAFCZ,1,1,73,0,1,0,0,0,0,0,917,90503,248,nan,-118.353714,4,0,0,0,33,3,1,3.15,1,0,3,0,2,0,0,0,0,0,0,2,1,1,3,24.9,847.8,0,0,103.95,nan,0
6599-CEBNN,1,2,45,0,2,1,0,0,0,0,940,91355,590,34.43987,-118.644609,3,0,1,1,59,0,1,20.78,1,1,4,26,0,0,1,2,1,0,0,1,0,0,0,nan,5386.5,36.07,0,1226.02,6576.45,0
4143-HHPMK,1,0,31,0,0,2,1,2,0,0,400,90305,324,33.958134,-118.330905,3,0,0,0,64,6,1,27.74,2,1,2,12,1,0,0,1,0,0,0,1,3,1,0,86.8,5327.25,0,0,1775.36,7102.61,0
8404-VLQFB,1,0,59,0,0,0,2,0,0,0,777,92122,80,nan,nan,3,0,2,0,nan,5,1,36.63,0,0,3,0,0,0,2,0,0,0,0,0,0,1,1,19.9,19.9,0,nan,nan,56.53,1
2533-TIBIX,1,1,43,0,2,1,1,3,0,0,780,94115,1003,37.786031,-122.437301,nan,1,1,5,55,0,1,36.23,0,0,3,0,0,0,2,0,0,0,0,0,1,0,1,19.5,1026.35,0,0,1992.65,3019,0
4183-WCSEP,1,0,57,0,0,0,0,0,0,0,479,96117,1446,40.507272,-120.338228,3,1,0,0,71,1,1,2.93,1,2,2,10,1,1,1,2,1,1,1,1,2,1,3,106.75,7283.25,0,0,nan,nan,0
4712-AUQZO,nan,0,41,0,0,0,0,0,0,0,1012,nan,59,32.825086,-117.199424,nan,0,0,0,2,0,1,5.11,0,1,2,6,0,2,0,0,0,1,1,1,0,0,0,80.75,nan,nan,nan,10.22,169.67,1
9576-ANLXO,1,0,31,0,0,0,2,0,0,0,196,92883,199,33.762351,-117.488725,nan,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
4431-EDMIQ,1,1,nan,2,0,1,0,0,0,0,857,93665,805,36.959731,nan,3,0,1,1,60,6,1,33.25,2,1,2,52,0,1,2,0,1,0,1,1,1,0,0,90.95,5453.4,0,0,1995,7448.4,5
4616-ULAOA,nan,1,20,1,0,1,0,0,0,1,901,96090,1406,40.021787,-122.127576,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
2115-BFTIW,1,1,79,0,1,0,0,0,1,1,1012,nan,1526,nan,nan,1,0,0,0,45,0,1,10.67,0,1,1,nan,1,0,1,0,0,1,0,1,1,0,1,62.7,2791.5,0,0,480.15,3271.65,2
9714-EDSUC,1,2,25,1,0,1,0,0,0,0,473,91945,28,32.733564,-117.033713,3,0,1,1,46,6,1,44.74,1,1,1,82,1,0,0,0,0,0,1,1,0,2,0,nan,2459.8,0,0,2058.04,4517.84,0
1587-FKLZB,1,1,49,0,0,0,0,0,0,0,651,95043,745,36.525703,-120.952122,4,1,0,0,1,0,1,5.93,2,1,2,19,0,0,0,2,1,0,0,0,0,2,0,nan,nan,0,60,5.93,146.48,0
8749-CLJXC,1,0,28,1,0,0,0,nan,0,0,1012,91801,435,34.090925,nan,5,0,2,0,1,0,1,10.21,2,0,3,nan,0,2,2,2,0,2,0,0,3,0,3,20.9,nan,nan,0,10.21,nan,0
2569-WGERO,1,0,40,0,0,1,1,2,0,0,936,95482,1526,39.134075,-123.23422,4,0,1,9,51,2,1,29.56,1,2,4,27,0,0,0,1,0,2,2,1,0,1,0,nan,4116.9,0,0,1507.56,5624.46,0
7695-PKLCZ,1,2,56,0,0,0,0,nan,0,0,773,92404,518,34.183286,-117.221722,3,0,0,0,9,0,2,40.74,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,19.85,178.8,0,0,366.66,545.46,0
2585-KTFRE,1,2,56,0,0,0,0,0,1,0,290,92337,394,34.049671,-117.468896,5,0,0,0,51,2,2,nan,1,0,3,0,0,0,0,0,0,0,0,2,2,0,0,24.95,1288,0,0,2261.85,3549.85,0
0057-QBUQH,nan,0,nan,0,0,2,0,0,0,0,469,93243,627,34.845861,nan,3,0,0,0,3,0,1,12.5,0,2,2,4,0,0,2,0,0,0,0,1,0,1,2,74.75,238.1,38.84,nan,37.5,236.76,0
5724-BIDBU,1,0,24,1,0,1,2,nan,1,0,254,92243,1526,32.770393,-115.60915,nan,0,2,4,26,0,0,0,0,1,1,51,1,0,1,0,0,0,0,2,1,0,1,35.4,978.6,0,0,0,978.6,0
6728-VOIFY,nan,2,nan,2,2,2,2,nan,0,0,1012,92126,82,32.886925,-117.152162,nan,0,0,nan,53,6,1,16.43,2,1,2,29,0,0,0,0,1,0,2,1,0,0,0,nan,4517.25,0,0,870.79,5388.04,5
7801-KICAO,1,0,76,0,1,0,0,nan,0,0,278,92028,1526,33.362575,-117.299644,3,0,0,0,3,0,1,30.14,2,1,1,6,0,0,0,0,0,2,0,0,0,0,3,45,127.1,nan,nan,90.42,227.52,1
0973-KYVNF,1,1,61,2,0,0,0,0,1,0,981,90604,303,33.929704,-118.01208,nan,0,0,0,46,2,1,30.25,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,20.05,nan,0,nan,1391.5,2293.5,0
2927-CVULT,1,2,19,1,0,0,0,0,0,0,1012,90040,346,33.994524,-118.149953,3,0,0,0,46,2,1,42.44,0,1,2,69,0,0,1,0,0,0,0,1,3,1,1,74.8,3548.3,0,0,nan,5500.54,0
7159-FVYPK,1,1,20,1,0,0,0,0,0,0,1012,94601,998,nan,-122.219268,3,0,0,0,3,0,1,nan,0,1,1,nan,1,0,0,2,0,0,0,1,0,1,1,50.15,160.85,0,0,52.26,213.11,0
9170-CCKOU,1,1,52,0,0,1,1,2,1,0,574,92557,328,33.970661,-117.255039,3,0,1,10,70,0,1,49.67,0,1,4,19,2,1,2,1,1,0,2,1,2,1,1,101.1,nan,0,0,3476.9,10471.7,0
6705-LNMDD,1,0,38,0,0,0,0,0,0,0,6,nan,997,37.774633,-122.274434,nan,0,0,0,12,0,1,18.12,0,2,3,0,0,0,0,0,0,0,0,2,0,0,1,19.45,246.25,0,0,217.44,nan,0
7711-GQBZC,1,0,45,0,0,0,2,0,1,1,1012,nan,1526,nan,nan,nan,0,0,0,29,0,1,1.02,0,1,1,nan,1,1,1,0,0,1,1,2,0,1,0,nan,nan,0,0,29.58,2000.08,1
7876-DNYAP,1,1,59,0,0,1,0,0,0,0,1012,90015,383,34.039224,-118.266293,nan,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
0872-NXJYS,1,2,59,0,2,1,1,2,0,0,623,94612,1018,37.809014,-122.269739,nan,0,1,3,nan,0,1,15.06,0,1,1,11,1,0,0,0,0,0,0,1,0,0,1,51.05,nan,0,0,587.34,2653.34,0
1449-XQEMT,1,1,22,1,0,0,1,1,0,0,1012,93534,622,34.727529,-118.153098,3,0,0,0,2,5,1,43.93,0,1,4,59,0,0,0,0,0,2,1,1,0,1,0,55.3,108.65,0,0,87.86,196.51,0
6664-FPDAC,1,0,40,0,0,2,1,nan,0,0,780,nan,1012,37.801776,-122.402293,5,0,1,4,44,2,1,24.71,1,2,2,27,0,1,1,0,0,1,1,0,1,2,3,94.4,4295.35,0,40,1087.24,5422.59,0
9453-PATOS,1,0,52,0,0,0,0,0,0,0,902,nan,129,33.507255,-117.029473,2,0,2,0,39,3,1,34.74,1,1,4,nan,0,2,1,0,2,1,1,1,0,2,0,103.45,3994.45,0,0,nan,5349.31,1
2712-SYWAY,1,2,44,0,0,0,0,0,0,0,37,95004,799,36.878364,-121.629781,3,1,0,0,5,5,1,40.15,1,1,2,19,0,0,0,0,1,1,1,2,0,1,0,94.85,462.8,0,nan,200.75,663.55,3
9507-HSMMZ,nan,2,nan,2,2,2,2,nan,0,0,243,94568,975,37.713926,-121.928425,5,0,0,0,1,5,2,5.32,0,2,3,0,2,0,0,0,2,0,0,0,0,0,0,19.75,19.75,0,0,5.32,25.07,0
0680-DFNNY,nan,2,nan,2,2,2,2,nan,0,0,923,95570,1494,41.162295,-124.027381,1,0,1,1,33,0,1,11.32,1,2,2,12,0,2,1,0,1,2,1,2,0,2,0,104.4,nan,0,0,373.56,3783.16,2
5382-TEMLV,nan,2,nan,2,2,2,2,nan,0,0,888,90743,180,33.728273,-118.085304,3,1,1,nan,56,0,1,7.31,1,1,1,76,1,1,0,0,0,1,1,0,1,0,0,68.75,3815.4,nan,nan,409.36,4334.76,0
1407-DIGZV,1,1,23,1,0,1,1,3,0,0,578,94038,924,37.515556,-122.502311,5,0,1,1,37,3,1,nan,2,2,2,51,0,0,0,0,1,1,1,1,1,0,1,91.2,nan,0,0,1591.37,nan,0
5296-BFCYD,1,1,39,2,2,0,1,nan,0,0,13,95910,1366,39.467828,nan,4,0,0,0,nan,0,1,8.01,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,20.35,122,0,0,40.05,162.05,0
4830-FAXFM,1,1,37,0,0,1,0,0,1,0,940,91354,1526,34.457005,nan,nan,0,1,4,6,0,1,47.29,1,0,3,nan,0,0,0,0,0,0,0,0,1,0,2,25.1,171,nan,0,283.74,nan,0
5044-XDPYX,1,1,38,0,2,1,2,nan,0,0,943,nan,1152,38.339996,-122.935056,4,0,1,1,nan,0,1,13.67,1,2,3,0,0,0,0,0,2,0,2,0,2,0,0,25.45,809.25,0,0,478.45,nan,0
6908-VVYHM,1,0,nan,0,0,0,0,nan,1,1,1012,nan,1526,nan,nan,4,0,0,0,3,0,1,41.38,0,2,1,5,2,0,0,0,1,0,0,1,0,1,0,54.2,140.4,0,0,124.14,264.54,0
5404-GGUKR,1,1,33,0,0,1,0,0,0,1,284,95537,1466,40.726949,-124.217378,1,0,1,nan,3,0,1,nan,1,1,2,17,0,0,0,1,0,0,0,2,0,2,0,79.65,251.75,0,0,129.81,nan,1
5949-HGVJL,1,1,36,0,0,1,0,0,0,0,1012,92411,460,nan,-117.320138,nan,0,1,10,8,5,1,19,0,2,0,nan,0,1,1,0,0,0,0,1,0,1,1,54.75,445.85,0,0,152,597.85,0
3795-GWTRD,1,1,46,0,0,0,0,0,0,1,1012,90260,278,33.88856,-118.351813,nan,0,0,0,1,0,1,5.02,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,19.05,nan,0,nan,5.02,24.07,0
1960-UOTYM,1,0,38,0,0,1,1,3,1,1,1012,nan,1526,nan,nan,4,0,1,5,nan,0,2,18.86,1,0,3,0,0,0,0,2,0,0,0,0,2,0,0,24.3,821.6,0,0,660.1,1481.7,0
3863-QSTYI,1,1,25,1,0,1,1,1,1,1,1012,nan,1526,nan,nan,nan,0,1,1,nan,0,0,0,0,1,1,69,0,0,1,1,1,1,1,0,1,1,0,54.3,2317.1,0,10,0,2327.1,0
0804-XBFBV,1,1,nan,0,0,1,1,1,0,0,500,90018,370,34.028735,-118.317236,4,0,1,nan,64,0,0,0,0,1,1,19,1,0,1,1,1,1,1,1,2,2,0,nan,3845.45,nan,0,0,3845.45,0
2580-ATZSQ,nan,2,nan,2,2,2,2,nan,0,0,500,90007,368,34.027337,-118.28515,3,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
4032-RMHCI,1,1,nan,1,0,2,0,0,1,0,682,95587,1403,39.955587,-123.681175,4,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
5846-NEQVZ,nan,2,nan,2,2,2,2,nan,1,0,780,nan,989,37.750021,-122.415201,4,0,0,0,1,0,1,26.15,0,2,1,nan,0,0,0,0,2,0,0,1,0,1,1,44,44,0,0,26.15,70.15,0
5445-PZWGX,1,1,60,0,0,0,2,nan,0,0,403,92602,177,33.720359,-117.733655,3,0,0,nan,nan,6,1,18.54,1,1,1,26,1,0,1,1,1,1,1,0,2,0,0,87.1,nan,0,80,1001.16,5816.36,0
8792-AOROI,1,0,23,1,2,0,0,0,0,0,813,90401,361,34.015481,-118.493231,nan,1,2,nan,nan,6,2,nan,2,2,4,nan,2,2,2,2,2,2,2,2,3,2,3,nan,nan,nan,nan,nan,nan,0
0739-UUAJR,1,0,30,0,0,0,0,0,1,0,654,92260,165,33.694501,-116.412711,3,0,0,0,39,3,1,1.57,0,2,3,0,0,0,0,0,0,0,0,0,3,0,2,20.15,826,25.92,0,61.23,861.31,0
5275-PMFUT,1,1,64,0,0,0,0,nan,0,1,232,95619,1245,38.683605,-120.811852,1,0,0,0,1,0,1,24.48,1,1,2,24,0,1,0,0,0,0,0,1,3,1,0,79.15,79.15,0,0,24.48,103.63,1
4422-QVIJA,nan,2,nan,2,2,2,2,nan,0,0,985,95988,1369,39.493991,nan,3,1,1,4,24,6,1,27.38,0,0,3,nan,0,0,2,0,0,0,0,0,2,0,1,19.75,483.15,16.56,0,657.12,nan,0
3685-YLCMQ,1,0,25,1,0,0,0,0,0,0,500,nan,351,34.002028,-118.430656,nan,0,0,0,12,4,1,8.82,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.1,223.6,0,nan,105.84,329.44,0
