Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Satisfication Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn_Category
3518-PZXZQ,1,Female,56,No,NaN,No,No,0,United States,NaN,Santa Clara,95054,"37.393554, -121.965114",37.393554,-121.965114,NaN,Q3,No,0,58,None,Yes,42.33,Yes,Yes,Cable,7,Yes,Yes,NaN,Yes,No,No,No,Yes,One Year,Yes,Credit Card,71.1,4299.2,0,0,2455.14,6754.34,0
1833-VGRUM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,San Jose,95112,"37.343827, -121.883119",37.343827,-121.883119,4,NaN,No,NaN,7,None,No,0,No,Yes,NaN,14,Yes,No,Yes,No,No,No,NaN,Yes,One Year,No,Credit Card,35.3,264.8,0,0,0,264.8,1
2274-XUATA,1,NaN,68,No,Yes,Yes,No,0,United States,California,Shandon,93461,"35.634488, -120.293534",35.634488,-120.293534,3,Q3,No,0,72,Offer A,Yes,48.51,Yes,Yes,Cable,17,NaN,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,89.85,6697.35,0,0,3492.72,10190.07,0
6877-TJMBR,1,Female,33,No,No,Yes,Yes,1,United States,California,Newhall,91321,"34.370378, -118.504118",34.370378,-118.504118,4,Q3,No,0,59,None,Yes,13.27,Yes,Yes,DSL,15,Yes,No,Yes,Yes,NaN,No,No,Yes,Two Year,Yes,Credit Card,NaN,4519.5,30.22,0,782.93,5272.21,0
4021-RQSNY,1,Female,46,No,No,No,No,0,NaN,California,Harbor City,90710,"33.798266, -118.300237",33.798266,-118.300237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
8490-BXHEO,1,NaN,50,No,No,NaN,No,0,United States,California,Burbank,91504,NaN,34.213049,-118.317651,NaN,Q3,No,0,27,None,Yes,20.29,NaN,Yes,DSL,21,Yes,Yes,No,No,No,NaN,No,NaN,One Year,NaN,Bank Withdrawal,55.45,1477.65,0,0,547.83,2025.48,0
4872-JCVCA,1,Female,31,No,No,NaN,No,0,NaN,California,Ben Lomond,95005,"37.078873, -122.090386",37.078873,-122.090386,NaN,Q3,No,0,25,None,NaN,0,No,Yes,DSL,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,NaN,NaN,61.05,NaN,0,0,0,1540.2,0
8752-GHJFU,1,Female,33,No,No,Yes,Yes,3,United States,California,Buena Park,90621,"33.874224, -117.993368",33.874224,-117.993368,5,Q3,Yes,10,NaN,NaN,Yes,17.75,No,Yes,Fiber Optic,53,No,No,Yes,No,Yes,NaN,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.15,3875.4,NaN,0,745.5,4620.9,0
6128-CZOMY,1,NaN,23,Yes,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,No,NaN,1,None,Yes,15.22,Yes,No,None,0,NaN,No,No,No,No,No,No,No,Month-to-Month,NaN,NaN,25.75,25.75,0,0,15.22,40.97,0
8313-AFGBW,1,Male,51,NaN,NaN,Yes,NaN,0,United States,California,Covelo,95428,"39.83307, -123.178765",39.83307,-123.178765,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
3834-XUIFC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Santa Monica,90405,"34.005439, -118.477507",NaN,-118.477507,3,Q3,Yes,1,72,Offer A,Yes,25.82,Yes,Yes,NaN,59,Yes,NaN,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,NaN,0,0,1859.04,NaN,0
4718-DHSMV,1,Female,43,No,No,NaN,NaN,2,United States,California,Bellflower,90706,"33.887676, -118.127289",33.887676,NaN,5,Q3,Yes,3,57,None,Yes,12.26,NaN,No,None,0,No,No,No,No,No,NaN,No,No,Two Year,No,Bank Withdrawal,19.75,NaN,NaN,0,698.82,1970.87,0
7928-VJYAB,1,Male,39,No,No,NaN,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,Yes,1,7,Offer E,Yes,14.75,No,Yes,Fiber Optic,28,No,No,No,No,No,NaN,NaN,No,Month-to-Month,Yes,Bank Withdrawal,69.35,451.1,0,NaN,103.25,564.35,0
0635-WKOLD,1,Male,25,Yes,No,NaN,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,Q3,NaN,0,21,Offer D,Yes,12.76,Yes,NaN,Fiber Optic,48,NaN,NaN,NaN,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,82.35,1852.85,0,NaN,267.96,2120.81,3
6518-PPLMZ,1,Female,21,Yes,No,NaN,Yes,3,United States,California,Santa Cruz,95060,"36.993451, -122.098858",36.993451,NaN,3,Q3,Yes,4,20,None,Yes,38.6,NaN,No,None,NaN,NaN,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20,417.65,9.73,0,772,1179.92,0
7707-PYBBH,1,Male,31,NaN,NaN,NaN,No,NaN,United States,California,Clarksburg,NaN,"38.384648, -121.578701",38.384648,-121.578701,NaN,NaN,No,0,54,Offer B,Yes,NaN,No,Yes,Fiber Optic,26,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,NaN,Yes,Credit Card,105.4,5643.4,0,0,2698.92,8342.32,0
4188-FRABG,1,Male,31,No,No,Yes,NaN,1,United States,California,San Jose,95113,"37.333851, -121.891147",37.333851,-121.891147,3,NaN,Yes,4,30,Offer C,Yes,48.04,Yes,Yes,Cable,NaN,Yes,NaN,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,NaN,2000.2,0,0,1441.2,3441.4,0
5181-OABFK,1,Female,37,No,No,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,Yes,1,5,None,Yes,41.57,No,Yes,Cable,NaN,Yes,No,Yes,No,NaN,Yes,NaN,Yes,Month-to-Month,Yes,Mailed Check,88.9,454.15,0,0,207.85,662,1
4282-ACRXS,1,Female,28,Yes,No,Yes,Yes,NaN,United States,California,NaN,93430,NaN,35.511833,NaN,5,Q3,Yes,3,64,Offer B,No,0,No,Yes,DSL,59,NaN,NaN,Yes,Yes,No,Yes,Yes,NaN,Two Year,NaN,Bank Withdrawal,49.85,3210.35,0,0,0,3210.35,0
7108-DGVUU,1,Male,33,No,No,No,No,0,United States,California,San Francisco,94102,"37.7795, -122.419233",NaN,-122.419233,4,Q3,No,0,35,Offer C,Yes,4.24,NaN,No,None,0,No,No,NaN,No,No,No,No,No,Two Year,No,Credit Card,19.25,677.9,0,0,148.4,826.3,5
6386-SZZKH,1,Female,45,No,No,No,NaN,0,United States,NaN,NaN,NaN,"33.739412, -117.173334",33.739412,-117.173334,4,NaN,No,0,NaN,None,Yes,18.57,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,NaN,NaN,383.65,0,0,352.83,736.48,0
8859-DZTGQ,1,Female,60,No,No,Yes,NaN,0,United States,California,Berkeley,94702,"37.866009, -122.286228",37.866009,-122.286228,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
3689-MOZGR,1,Female,53,No,No,NaN,No,0,NaN,California,Garden Grove,92843,"33.764018, -117.931507",33.764018,-117.931507,2,Q3,No,0,34,Offer C,Yes,34.41,Yes,Yes,DSL,4,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,64.4,2088.75,0,0,1169.94,NaN,0
6689-TCZHQ,1,Female,33,No,No,Yes,Yes,2,NaN,California,Escondido,92029,"33.079834, -117.134275",33.079834,-117.134275,3,NaN,Yes,NaN,65,Offer B,Yes,45.21,Yes,Yes,Fiber Optic,NaN,No,Yes,Yes,NaN,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,NaN,7245.9,NaN,0,NaN,10184.55,0
1094-BKOSX,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,Q3,Yes,1,2,None,Yes,8.5,No,Yes,Fiber Optic,NaN,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55,145.4,0,0,17,162.4,0
3988-RQIXO,1,NaN,49,No,No,No,No,0,United States,California,Wheatland,95692,"39.043387, -121.409837",39.043387,-121.409837,1,Q3,No,0,1,Offer E,No,0,NaN,Yes,NaN,19,No,Yes,No,Yes,No,Yes,NaN,Yes,Month-to-Month,Yes,Mailed Check,44.65,44.65,0,0,0,44.65,0
5693-PIPCS,1,Female,76,NaN,Yes,Yes,No,NaN,United States,California,NaN,96040,"40.789799, -121.474529",40.789799,-121.474529,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4
0936-NQLJU,1,NaN,NaN,NaN,No,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,NaN,0,NaN,Offer B,Yes,42.9,Yes,Yes,Fiber Optic,14,No,Yes,No,No,NaN,NaN,No,Yes,One Year,NaN,NaN,80.2,4297.6,0,NaN,2230.8,6528.4,3
3900-AQPHZ,NaN,Male,53,No,No,NaN,No,0,United States,California,Redwood City,94062,"37.410567, -122.297152",37.410567,-122.297152,3,Q3,No,0,NaN,Offer C,Yes,NaN,Yes,Yes,Fiber Optic,NaN,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.3,2679.7,0,0,1249.8,3929.5,0
2229-DPMBI,1,Female,59,No,No,Yes,Yes,3,United States,California,Portola Valley,94028,NaN,37.369709,-122.215844,NaN,Q3,Yes,10,69,Offer A,Yes,7.84,NaN,Yes,Cable,21,Yes,Yes,No,Yes,Yes,No,No,NaN,One Year,No,Credit Card,73.7,4885.85,0,0,NaN,5426.81,0
4137-BTIKL,NaN,NaN,NaN,No,No,No,No,NaN,United States,California,Camptonville,95922,NaN,39.432127,-121.099287,3,NaN,No,0,59,Offer B,Yes,49.48,Yes,Yes,Cable,NaN,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,NaN,NaN,0,0,2919.32,6035.47,0
7607-QKKTJ,1,Male,NaN,No,NaN,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,NaN,7,50,Offer B,Yes,26.06,Yes,Yes,Fiber Optic,18,No,No,No,Yes,NaN,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.4,NaN,0,0,1303,6362.75,1
5712-AHQNN,1,Male,24,Yes,No,NaN,Yes,1,NaN,California,NaN,93291,"36.391777, -119.372842",36.391777,NaN,3,Q3,NaN,NaN,NaN,None,No,0,NaN,NaN,NaN,76,Yes,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,33.6,2117.2,0,110,NaN,2227.2,0
2664-XJZNO,1,Female,67,No,NaN,Yes,Yes,1,United States,NaN,Long Beach,90803,"33.760458, -118.129725",33.760458,-118.129725,5,Q3,Yes,NaN,29,None,No,0,NaN,Yes,DSL,NaN,NaN,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,35.65,NaN,25.07,0,0,1000.08,0
5847-MXBEO,1,Male,24,Yes,No,No,No,0,United States,California,Independence,93526,"36.869584, -118.189241",36.869584,-118.189241,4,Q3,No,0,10,None,Yes,13.16,No,No,None,0,No,NaN,No,No,No,No,No,No,Two Year,No,NaN,20.25,202.5,0,0,131.6,334.1,0
9661-ACXBS,1,Female,39,No,No,No,No,NaN,United States,California,Santa Rosa,95401,"38.460517, -122.790335",38.460517,-122.790335,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
0707-HOVVN,1,Male,45,No,No,NaN,No,NaN,United States,California,Redway,95560,"40.142256, -123.852927",40.142256,-123.852927,3,Q3,No,0,50,Offer B,No,0,No,Yes,NaN,7,Yes,No,NaN,Yes,No,No,No,Yes,One Year,Yes,Credit Card,NaN,1748.9,0,0,NaN,1748.9,3
7929-DMBCV,1,Male,75,No,NaN,NaN,No,0,United States,California,Summerland,NaN,NaN,34.420998,-119.60137,2,Q3,Yes,3,49,Offer B,Yes,NaN,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,90.05,4547.25,0,0,NaN,NaN,0
8605-ITULD,1,Male,48,No,No,NaN,No,0,United States,California,Arbuckle,95912,NaN,38.982373,-122.047751,4,Q3,Yes,NaN,70,None,Yes,31.13,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,No,No,Yes,One Year,NaN,Bank Withdrawal,95,6602.9,0,0,NaN,8782,0
8498-XXGWA,1,Male,75,No,Yes,NaN,NaN,0,United States,NaN,Pilot Hill,95664,"38.803731, -121.043799",38.803731,-121.043799,5,Q3,No,0,21,Offer D,Yes,24.91,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.35,NaN,0,130,523.11,2924.96,0
2237-ZFSMY,1,NaN,20,Yes,No,Yes,Yes,1,United States,NaN,Napa,94558,"38.489789, -122.27011",38.489789,-122.27011,NaN,Q3,Yes,1,52,Offer B,Yes,44.79,NaN,Yes,Fiber Optic,52,No,No,Yes,No,Yes,Yes,Yes,NaN,One Year,NaN,Bank Withdrawal,101.25,5301.1,0,NaN,2329.08,7630.18,0
5727-MYATE,1,Female,50,No,No,No,No,0,United States,California,Fullerton,92831,"33.879983, -117.895482",33.879983,-117.895482,4,Q3,No,NaN,1,None,Yes,2.7,No,Yes,Fiber Optic,14,No,No,No,Yes,Yes,NaN,Yes,Yes,Month-to-Month,Yes,NaN,95.85,95.85,0,0,NaN,98.55,0
2706-QZIHY,1,Female,NaN,No,No,Yes,No,0,United States,California,Fresno,93720,"36.878709, -119.7645",36.878709,-119.7645,4,Q3,Yes,1,38,Offer C,Yes,10.54,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.25,814.75,0,NaN,400.52,1215.27,1
2621-UDNLU,1,Male,65,No,Yes,Yes,NaN,0,United States,California,La Mesa,91941,"32.759327, -116.99726",32.759327,NaN,3,Q3,Yes,1,30,None,Yes,NaN,Yes,NaN,Fiber Optic,19,NaN,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,77.9,2351.45,0,0,85.8,2437.25,0
2061-VVFST,1,Female,73,NaN,Yes,Yes,No,NaN,United States,California,San Diego,92114,"32.707892, -117.05512",32.707892,-117.05512,4,Q3,Yes,1,72,Offer A,Yes,35.04,Yes,Yes,Fiber Optic,22,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Mailed Check,109.75,8075.35,0,0,2522.88,10598.23,0
4016-BJKTZ,1,Male,36,No,No,No,Yes,3,United States,California,NaN,95709,"38.748316, -120.675512",38.748316,-120.675512,4,Q3,No,0,23,NaN,No,NaN,No,Yes,DSL,26,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.1,857.75,0,0,0,857.75,0
8337-UPOAQ,NaN,Male,63,No,No,NaN,No,0,United States,California,Elmira,95625,"38.349195, -121.902943",38.349195,-121.902943,2,NaN,Yes,1,10,None,Yes,30.1,Yes,Yes,Cable,NaN,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,813.85,0,0,301,1114.85,0
5356-KZCKT,1,Female,NaN,Yes,No,Yes,No,0,United States,California,La Quinta,92253,"33.695532, -116.310571",33.695532,-116.310571,1,Q3,Yes,1,22,None,NaN,13.11,Yes,Yes,DSL,51,Yes,NaN,No,Yes,Yes,Yes,Yes,Yes,NaN,Yes,Bank Withdrawal,79.2,1742.75,0,0,288.42,2031.17,0
1025-FALIX,1,Female,34,No,No,Yes,NaN,NaN,United States,NaN,Fresno,93722,"36.78979, -119.929894",36.78979,NaN,4,Q3,Yes,1,4,None,Yes,29.14,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,93.45,0,0,116.56,210.01,4
4114-QMKVN,NaN,Female,NaN,Yes,No,Yes,No,0,United States,California,Sacramento,95841,"38.660442, -121.346321",38.660442,-121.346321,5,Q3,Yes,2,53,Offer B,Yes,42.18,Yes,Yes,Fiber Optic,53,NaN,No,No,Yes,No,Yes,Yes,No,One Year,NaN,Bank Withdrawal,91.15,4862.5,0,150,2235.54,7248.04,0
5153-LXKDT,1,Female,NaN,Yes,No,No,No,0,United States,California,Bolinas,94924,"37.943087, -122.72379",37.943087,-122.72379,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
8076-FEZKJ,1,Female,23,NaN,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,Q3,No,NaN,41,Offer B,Yes,NaN,Yes,Yes,NaN,59,Yes,Yes,Yes,NaN,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,114.5,4527.45,0,0,883.96,NaN,0
5917-HBSDW,1,Female,52,No,No,No,No,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,No,0,14,Offer D,Yes,37.01,No,Yes,DSL,29,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,NaN,NaN,921.4,0,0,518.14,NaN,0
4641-FROLU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,NaN,95951,"39.732767, -122.042298",39.732767,-122.042298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
3197-ARFOY,1,Female,66,No,Yes,NaN,No,NaN,United States,California,Lytle Creek,92358,"34.238162, -117.534306",NaN,-117.534306,3,NaN,Yes,4,72,Offer A,Yes,32.37,Yes,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,78.5,5602.25,0,0,2330.64,7932.89,0
3253-HKOKL,NaN,Female,45,No,No,NaN,No,0,United States,California,NaN,91361,"34.130992, -118.894673",34.130992,-118.894673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
2272-UOINI,1,Female,44,No,No,No,NaN,0,United States,California,Garden Grove,92845,"33.782955, -118.026456",33.782955,-118.026456,4,Q3,No,NaN,NaN,Offer B,Yes,34.96,Yes,No,NaN,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,25.05,1171.5,16.38,0,1678.08,NaN,0
5318-YKDPV,1,Female,46,No,No,No,No,0,United States,California,NaN,94010,"37.57028, -122.365778",37.57028,-122.365778,2,Q3,No,0,9,NaN,Yes,29.7,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,NaN,Month-to-Month,Yes,Bank Withdrawal,83.3,803.3,0,0,267.3,1070.6,3
3372-KWFBM,1,Male,58,No,No,NaN,No,0,United States,California,Five Points,93624,NaN,36.397745,NaN,NaN,Q3,No,0,62,Offer B,Yes,22.64,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.75,6125.4,0,0,1403.68,7529.08,2
0674-DGMAQ,1,Male,NaN,Yes,No,NaN,Yes,1,United States,California,San Pedro,90731,"33.736387, -118.284363",33.736387,-118.284363,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
8559-WNQZS,1,NaN,58,No,NaN,No,No,0,United States,California,Modesto,95356,"37.716186, -121.025836",37.716186,-121.025836,NaN,Q3,No,0,19,Offer D,Yes,20.41,Yes,Yes,Fiber Optic,NaN,NaN,No,No,No,No,Yes,Yes,No,NaN,Yes,Bank Withdrawal,86,1532.45,0,30,387.79,1950.24,0
8384-FZBJK,1,Male,21,Yes,No,No,No,0,United States,NaN,Bakersfield,93306,"35.449881, -118.841442",35.449881,-118.841442,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4667-OHGKG,1,Female,35,No,No,Yes,No,0,United States,California,Los Angeles,NaN,"34.059281, -118.30742",34.059281,NaN,4,Q3,Yes,NaN,15,NaN,NaN,46.68,Yes,No,NaN,0,No,No,No,No,No,NaN,NaN,NaN,NaN,No,Credit Card,25.2,387.9,0,0,700.2,1088.1,0
7789-CRUVC,NaN,Male,50,No,No,No,Yes,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,NaN,0,13,Offer D,Yes,30.19,No,Yes,DSL,17,No,No,No,No,Yes,NaN,Yes,Yes,Month-to-Month,No,Credit Card,66.4,NaN,0,NaN,392.47,1224.22,0
4634-JLRJT,NaN,Male,30,No,NaN,Yes,No,0,United States,California,Hercules,94547,"37.991259, -122.214945",NaN,NaN,3,Q3,Yes,1,NaN,Offer B,Yes,47.17,Yes,Yes,Fiber Optic,NaN,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,93.85,4733.1,0,NaN,2311.33,7074.43,0
4592-IWTJI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Modesto,95358,"37.612612, -121.108568",NaN,-121.108568,NaN,NaN,Yes,1,1,None,Yes,8.03,No,NaN,NaN,0,NaN,No,No,No,No,No,No,No,NaN,No,Bank Withdrawal,NaN,19.95,0,0,8.03,27.98,0
3295-YVUSR,1,Female,NaN,No,Yes,Yes,No,0,United States,California,Denair,95316,"37.524721, -120.757977",37.524721,-120.757977,3,Q3,Yes,2,54,NaN,Yes,43.71,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,NaN,Yes,NaN,No,NaN,One Year,Yes,Bank Withdrawal,115.6,6431.05,NaN,0,NaN,8791.39,0
5627-TVBPP,1,NaN,24,Yes,No,Yes,No,0,United States,California,Julian,92036,"32.980678, -116.262854",32.980678,NaN,4,Q3,Yes,2,24,None,Yes,44.93,Yes,Yes,Fiber Optic,82,No,NaN,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,NaN,79.65,1928.7,0,0,1078.32,3007.02,3
5709-LVOEQ,1,Male,57,No,No,Yes,Yes,NaN,United States,California,Santa Maria,93458,"34.95934, -120.490081",34.95934,NaN,4,Q3,No,0,71,Offer A,Yes,23.41,Yes,Yes,DSL,53,Yes,No,Yes,Yes,Yes,Yes,NaN,Yes,One Year,No,Bank Withdrawal,85.45,6300.85,NaN,0,1662.11,7962.96,0
3092-IGHWF,1,Male,35,No,No,Yes,Yes,3,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,NaN,3,NaN,Yes,9,71,Offer A,Yes,22.83,NaN,Yes,NaN,53,Yes,Yes,Yes,Yes,NaN,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.45,6029.9,0,0,1620.93,7650.83,1
2041-JIJCI,1,Male,71,No,Yes,No,Yes,3,United States,California,Los Angeles,NaN,"34.108833, -118.229715",34.108833,-118.229715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
6627-CFOSN,1,Male,33,No,No,No,No,NaN,United States,California,Susanville,96130,"40.559177, -120.612113",40.559177,-120.612113,1,NaN,No,0,3,Offer E,Yes,15.12,No,No,None,0,No,No,NaN,No,No,No,No,No,NaN,Yes,Mailed Check,NaN,NaN,0,0,45.36,103.51,0
0970-QXPXW,1,Male,80,NaN,Yes,Yes,No,0,United States,California,Big Pine,93513,"37.245505, -118.062943",NaN,-118.062943,3,Q3,Yes,8,58,None,Yes,NaN,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.9,5780.7,NaN,NaN,1804.38,7585.08,0
0810-BDHAW,1,Male,60,No,No,NaN,No,0,United States,California,NaN,NaN,"32.67102, -117.095235",32.67102,-117.095235,NaN,Q3,NaN,7,29,None,NaN,NaN,No,Yes,DSL,NaN,NaN,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,NaN,2054.4,0,NaN,941.34,2995.74,0
5649-RXQTV,1,Female,55,No,No,Yes,No,0,NaN,California,Torrance,NaN,"33.833181, -118.292062",33.833181,-118.292062,1,Q3,Yes,1,3,None,NaN,16.29,Yes,Yes,Fiber Optic,24,No,NaN,No,No,No,No,No,Yes,Month-to-Month,Yes,NaN,74.1,228,0,0,48.87,276.87,0
7301-ABVAD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Corona,92883,NaN,33.762351,-117.488725,1,Q3,No,0,18,None,NaN,20.86,No,Yes,DSL,3,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,NaN,NaN,874.8,0,0,NaN,1250.28,0
3920-HIHMQ,1,Male,60,No,No,No,No,0,United States,California,Camarillo,93010,"34.227846, -119.079903",34.227846,-119.079903,2,Q3,No,0,12,NaN,Yes,NaN,Yes,Yes,Cable,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,112.95,NaN,0,0,197.4,1582.15,0
6598-RFFVI,1,NaN,42,No,No,No,No,NaN,United States,California,Corona,92882,"33.819385, -117.600213",33.819385,-117.600213,1,Q3,No,0,47,Offer B,Yes,35.97,NaN,Yes,Fiber Optic,25,NaN,Yes,Yes,No,Yes,Yes,NaN,No,Month-to-Month,Yes,Bank Withdrawal,106.4,5127.95,0,0,1690.59,6818.54,1
7389-KBFIT,1,Female,60,NaN,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,NaN,0,60,Offer B,Yes,47.07,NaN,No,None,0,No,No,No,No,No,No,No,No,NaN,No,Credit Card,20.6,1093,0,0,2824.2,3917.2,0
