Customer_ID,Count,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Satisfication_Score,Quarter,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Churn_Category,,,,Churn_Category,Monthly_Charge
6234-PFPXL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Comptche,95427,"39.239818, -123.565432",39.239818,-123.565432,NaN,Q3,Yes,1,20,Offer D,Yes,18.05,No,NaN,Fiber Optic,5,No,No,No,No,NaN,Yes,Yes,NaN,Month-to-Month,Yes,Credit Card,89,1820.45,0,0,361,2181.45,2,,,,2,89
4828-FAZPK,1,Female,20,Yes,No,NaN,No,0,United States,NaN,Campo Seco,95226,"38.233879, -120.861666",38.233879,-120.861666,3,Q3,NaN,NaN,19,None,Yes,8.3,No,Yes,DSL,48,No,Yes,NaN,NaN,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,NaN,1130.85,0,0,NaN,1288.55,0,,,,0,NaN
4619-EVPHY,1,Male,29,NaN,No,No,No,NaN,United States,California,Los Angeles,90024,"34.066303, -118.435479",34.066303,-118.435479,1,Q3,No,0,1,NaN,Yes,33.58,No,No,None,0,No,NaN,No,No,No,No,No,NaN,Month-to-Month,No,Credit Card,20.15,20.15,0,NaN,33.58,53.73,1,,,,1,20.15
9658-WYUFB,1,Male,58,No,No,No,Yes,1,United States,California,San Jose,95136,"37.270938, -121.851046",37.270938,NaN,3,Q3,No,0,2,None,NaN,21.18,No,No,None,0,No,No,No,No,No,NaN,No,NaN,Month-to-Month,No,Credit Card,19.25,48.35,0,0,42.36,90.71,0,,,,0,19.25
7786-WBJYI,1,Female,80,NaN,Yes,No,No,NaN,NaN,California,Fremont,94536,"37.572273, -121.964583",37.572273,NaN,3,Q3,No,0,56,None,Yes,37.3,Yes,Yes,DSL,8,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,73.25,NaN,17.16,NaN,2088.8,NaN,0,,,,0,73.25
7771-ZONAT,1,Male,19,Yes,No,Yes,Yes,3,United States,California,San Gabriel,91775,NaN,NaN,-118.089431,5,Q3,NaN,1,1,None,Yes,36.32,No,Yes,Fiber Optic,85,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,81.05,0,NaN,36.32,117.37,0,,,,0,81.05
1004-NOZNR,NaN,Male,39,No,No,No,No,0,United States,NaN,Encino,91436,"34.152875, -118.486056",34.152875,-118.486056,4,Q3,NaN,0,NaN,None,No,0,No,Yes,DSL,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,NaN,1156.55,0,0,0,NaN,0,,,,0,NaN
7593-XFKDI,1,Female,NaN,No,NaN,Yes,No,0,United States,California,Gonzales,NaN,"36.52588, -121.396719",36.52588,-121.396719,3,Q3,Yes,3,23,None,Yes,31.39,No,Yes,DSL,29,Yes,NaN,Yes,Yes,No,Yes,Yes,Yes,One Year,NaN,Bank Withdrawal,68.75,1689.45,0,0,NaN,2411.42,0,,,,0,68.75
3352-ALMCK,1,Male,NaN,No,NaN,Yes,NaN,0,United States,NaN,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,5,Q3,NaN,2,33,None,Yes,34.22,No,No,None,0,No,NaN,NaN,NaN,No,No,No,No,One Year,NaN,NaN,20.6,690.25,0,NaN,1129.26,1819.51,0,,,,0,20.6
1140-UKVZG,1,Male,31,NaN,NaN,No,No,0,NaN,NaN,Salinas,93906,"36.722898, -121.633648",36.722898,-121.633648,5,Q3,No,0,1,Offer E,Yes,10.22,No,NaN,None,0,No,No,No,NaN,No,NaN,No,No,Month-to-Month,Yes,Credit Card,19.75,19.75,0,0,10.22,29.97,0,,,,0,19.75
3987-KQDDU,1,NaN,NaN,Yes,No,Yes,NaN,0,United States,NaN,Avalon,90704,"33.391181, -118.421305",33.391181,-118.421305,1,Q3,Yes,6,25,Offer C,No,0,No,Yes,DSL,48,Yes,Yes,Yes,NaN,NaN,NaN,Yes,Yes,Month-to-Month,Yes,Credit Card,58.6,1502.65,4.48,0,NaN,1498.17,3,,,,3,58.6
2256-YLYLP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91607,"34.165783, -118.399795",34.165783,NaN,3,Q3,No,0,72,None,Yes,8.29,Yes,Yes,Cable,13,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,NaN,NaN,86.6,NaN,NaN,0,596.88,6947.38,0,,,,0,86.6
7422-WNBTY,1,Female,22,Yes,No,NaN,No,0,United States,California,Penryn,95663,"38.859093, -121.182872",38.859093,-121.182872,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
2483-XSSMZ,1,Male,54,No,No,No,No,0,NaN,California,Joshua Tree,NaN,"34.167236, -116.281511",34.167236,-116.281511,3,Q3,NaN,0,51,None,Yes,42.93,NaN,Yes,NaN,11,No,Yes,NaN,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,81,4085.75,0,10,NaN,6285.18,0,,,,0,81
8043-PNYSD,1,Male,27,Yes,No,No,No,NaN,NaN,California,Hopland,95449,"38.93706, -123.118111",38.93706,-123.118111,3,Q3,No,0,2,Offer E,Yes,29.69,No,Yes,Cable,52,NaN,No,NaN,No,NaN,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.05,80.35,0,10,59.38,149.73,3,,,,3,46.05
7079-QRCBC,NaN,Female,NaN,No,NaN,No,No,NaN,United States,California,Pasadena,91103,"34.167465, -118.165327",34.167465,-118.165327,4,Q3,No,0,18,Offer D,NaN,11.36,Yes,Yes,Fiber Optic,13,No,No,No,NaN,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.15,1345.75,0,0,204.48,1550.23,0,,,,0,74.15
2054-PJOCK,1,Female,NaN,No,No,Yes,No,0,United States,California,Fresno,93705,"36.78724, -119.827813",36.78724,-119.827813,NaN,Q3,No,0,42,Offer B,Yes,5.95,No,No,NaN,NaN,No,No,NaN,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,869.9,0,0,249.9,1119.8,0,,,,0,20.35
7100-FQPRV,1,Male,51,No,No,Yes,No,0,NaN,California,Chico,95926,"39.745712, -121.84333",39.745712,NaN,3,NaN,Yes,3,3,None,Yes,31.06,No,No,None,0,No,No,No,No,NaN,No,No,NaN,Month-to-Month,NaN,Bank Withdrawal,20,49.65,NaN,0,93.18,142.83,0,,,,0,20
7596-LDUXP,1,NaN,34,No,No,No,No,0,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,3,Q3,No,0,1,None,Yes,41.77,NaN,Yes,Fiber Optic,15,NaN,No,NaN,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.8,NaN,0,0,41.77,122.57,1,,,,1,80.8
2897-DOVND,1,Male,NaN,No,No,Yes,No,0,NaN,California,Newport Coast,92657,"33.603282, -117.821841",33.603282,-117.821841,4,Q3,Yes,8,61,Offer B,Yes,12.32,Yes,Yes,Fiber Optic,7,No,Yes,Yes,Yes,Yes,NaN,Yes,NaN,Month-to-Month,Yes,NaN,114.1,7132.15,NaN,0,751.52,NaN,0,,,,0,114.1
3144-AUDBS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,El Monte,NaN,"34.079934, -118.046695",34.079934,-118.046695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,,,,5,NaN
8785-CJSHH,1,Male,44,No,No,No,Yes,2,United States,California,North Palm Springs,92258,"33.906496, -116.569499",33.906496,-116.569499,3,Q3,No,0,62,None,Yes,24.48,No,No,NaN,0,No,No,No,NaN,No,No,NaN,No,Two Year,No,NaN,20,1250.1,0,0,1517.76,2767.86,0,,,,0,20
0487-VVUVK,1,Male,80,No,Yes,Yes,No,0,United States,NaN,Laguna Beach,92651,"33.570023, -117.773669",33.570023,NaN,NaN,Q3,Yes,9,NaN,None,Yes,14.49,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,NaN,No,No,Yes,One Year,Yes,Bank Withdrawal,101.9,5265.5,0,0,724.5,5990,0,,,,0,101.9
2890-WFBHU,1,Male,42,No,No,Yes,No,0,United States,California,Montebello,90640,"34.015217, -118.109962",34.015217,-118.109962,NaN,Q3,NaN,5,67,Offer A,Yes,17.4,NaN,Yes,Fiber Optic,11,No,Yes,Yes,NaN,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,93.15,6368.2,0,NaN,1165.8,7624,0,,,,0,93.15
1131-ALZWV,1,Female,78,No,Yes,NaN,No,0,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953,5,Q3,No,NaN,49,None,NaN,35.65,No,Yes,DSL,3,No,NaN,No,No,No,No,NaN,Yes,Two Year,NaN,Credit Card,43.8,NaN,20.45,0,1746.85,3832.45,0,,,,0,43.8
2207-OBZNX,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Guadalupe,93434,"34.936, -120.594655",34.936,-120.594655,3,Q3,Yes,1,66,Offer A,Yes,48.11,No,Yes,Cable,27,No,No,NaN,Yes,No,NaN,No,Yes,One Year,Yes,NaN,49.4,3251.85,0,0,3175.26,6427.11,0,,,,0,49.4
9412-ARGBX,1,Male,53,No,No,No,No,0,United States,California,Los Angeles,90004,"34.076259, -118.310715",34.076259,-118.310715,3,Q3,NaN,NaN,45,None,No,0,No,NaN,DSL,10,Yes,No,Yes,Yes,No,NaN,No,Yes,One Year,No,Bank Withdrawal,42.3,1840.75,0,0,0,NaN,0,,,,0,42.3
4979-HPRFL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,NaN,93665,"36.959731, -120.653519",36.959731,-120.653519,2,Q3,No,0,59,None,Yes,10.78,Yes,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,No,NaN,NaN,NaN,Bank Withdrawal,93.85,5574.75,8.13,0,636.02,6202.64,4,,,,4,93.85
3793-MMFUH,1,Male,41,NaN,NaN,Yes,Yes,3,United States,California,NaN,NaN,"37.393554, -121.965114",37.393554,-121.965114,1,Q3,Yes,1,31,NaN,No,NaN,No,Yes,DSL,23,Yes,No,NaN,NaN,No,No,No,NaN,Month-to-Month,No,NaN,NaN,1077.5,0,0,NaN,1077.5,3,,,,3,NaN
5515-RUGKN,1,Male,20,Yes,No,Yes,Yes,1,United States,California,El Cajon,92020,"32.79697, -116.969082",32.79697,-116.969082,4,Q3,Yes,1,NaN,NaN,Yes,38.3,No,Yes,DSL,NaN,No,NaN,Yes,No,No,No,Yes,Yes,One Year,NaN,Credit Card,55.8,2651.2,0,0,1838.4,4489.6,0,,,,0,55.8
2485-ITVKB,1,Male,NaN,Yes,No,Yes,NaN,0,United States,California,Maywood,NaN,"33.988572, -118.186565",33.988572,NaN,5,NaN,NaN,0,56,None,Yes,48.87,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,1126.75,0,0,2736.72,3863.47,0,,,,0,19.95
8937-RDTHP,1,Male,55,No,No,No,No,0,United States,California,Jamul,91935,"32.695681, -116.798386",32.695681,-116.798386,3,Q3,NaN,0,NaN,None,Yes,31.92,No,Yes,Fiber Optic,4,No,NaN,NaN,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4,356.65,0,NaN,127.68,484.33,0,,,,0,90.4
1335-HQMKX,1,Male,51,No,No,Yes,No,0,United States,California,Anza,92539,"33.527605, -116.666551",33.527605,-116.666551,3,Q3,Yes,NaN,24,Offer C,Yes,NaN,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.65,NaN,0,0,72,2614.45,1,,,,1,104.65
1200-TUZHR,1,Female,34,No,No,No,No,0,United States,California,Manteca,95336,"37.830267, -121.201018",37.830267,-121.201018,3,Q3,No,0,8,Offer E,Yes,33.54,No,NaN,DSL,14,Yes,No,No,Yes,NaN,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.05,574.5,0,0,268.32,842.82,0,,,,0,66.05
5173-WXOQV,1,NaN,77,NaN,Yes,No,No,0,United States,California,San Francisco,94127,"37.736535, -122.45732",37.736535,-122.45732,4,NaN,No,0,22,None,NaN,23.43,No,NaN,Fiber Optic,22,Yes,Yes,No,No,No,NaN,No,NaN,NaN,No,Bank Withdrawal,81.7,1820.9,29.88,0,515.46,2306.48,0,,,,0,81.7
3506-OVLKD,1,Male,NaN,NaN,No,No,No,0,United States,NaN,NaN,91340,"34.286131, -118.435969",34.286131,NaN,5,Q3,No,NaN,9,None,NaN,34.75,Yes,Yes,Fiber Optic,NaN,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,NaN,NaN,0,0,312.75,997.6,0,,,,0,NaN
4877-TSOFF,NaN,NaN,55,NaN,No,No,No,0,United States,California,La Palma,90623,"33.850504, -118.039892",33.850504,-118.039892,3,Q3,No,0,10,Offer D,NaN,12.78,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,NaN,Bank Withdrawal,89.5,863.1,0,0,127.8,990.9,3,,,,3,89.5
3744-ZRRDZ,NaN,NaN,50,No,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,No,0,69,None,Yes,2.52,No,Yes,Fiber Optic,24,No,Yes,Yes,Yes,NaN,Yes,Yes,NaN,One Year,Yes,Bank Withdrawal,NaN,7262,0,0,173.88,7435.88,3,,,,3,NaN
2320-JRSDE,1,Female,39,No,No,Yes,No,0,United States,NaN,Piercy,NaN,NaN,39.955587,-123.681175,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
5176-LDKUH,1,Female,22,Yes,No,No,No,0,United States,California,Brawley,92227,NaN,33.03933,-115.191857,4,Q3,No,0,13,None,NaN,44.99,NaN,NaN,Fiber Optic,NaN,No,No,NaN,No,No,Yes,Yes,Yes,NaN,Yes,Bank Withdrawal,80.5,1011.8,NaN,0,584.87,1571.68,0,,,,0,80.5
7508-SMHXL,1,Male,46,No,No,No,NaN,0,United States,California,Norco,92860,"33.925833, -117.559639",33.925833,-117.559639,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
5512-IDZEI,1,Male,42,No,No,No,No,0,United States,California,Tulare,93274,NaN,36.185471,-119.375243,3,Q3,No,0,52,Offer B,No,0,NaN,Yes,Cable,14,No,Yes,No,No,No,No,No,Yes,One Year,No,Mailed Check,30.1,1623.4,11.72,0,0,1611.68,0,,,,0,30.1
7103-IPXPJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Ranchita,92066,"33.215251, -116.53633",33.215251,-116.53633,NaN,Q3,NaN,NaN,50,Offer B,Yes,9.18,Yes,NaN,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.75,NaN,0,0,459,5890.9,0,,,,0,108.75
4026-SKKHW,1,Male,43,No,No,No,No,0,United States,California,NaN,94114,"37.758085, -122.434801",37.758085,-122.434801,1,Q3,No,0,24,None,Yes,8.99,Yes,Yes,DSL,NaN,Yes,NaN,No,No,NaN,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.65,NaN,0,60,215.76,1676.31,1,,,,1,55.65
5844-QVTAT,1,Female,77,No,Yes,Yes,No,0,NaN,NaN,Parker Dam,92267,"34.273872, -114.192901",34.273872,-114.192901,4,Q3,Yes,2,63,None,Yes,18.14,Yes,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,NaN,103.5,6479.4,0,0,NaN,7622.22,0,,,,0,103.5
5940-AHUHD,1,Male,73,NaN,Yes,NaN,No,0,United States,NaN,California Hot Springs,93207,"35.865795, -118.69759",35.865795,-118.69759,3,Q3,No,0,1,Offer E,Yes,49.34,No,Yes,DSL,15,No,No,No,No,No,NaN,No,Yes,Two Year,No,Bank Withdrawal,45.2,45.2,0,0,49.34,94.54,0,,,,0,45.2
4767-HZZHQ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,No,0,34,None,Yes,45.56,No,Yes,DSL,7,NaN,Yes,No,No,No,Yes,Yes,Yes,NaN,NaN,Bank Withdrawal,64.35,2053.05,46.39,0,1549.04,3555.7,0,,,,0,64.35
8455-HIRAQ,1,Male,75,No,Yes,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,Yes,3,72,NaN,Yes,NaN,Yes,Yes,Cable,NaN,Yes,NaN,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,84.45,5899.85,0,0,1203.84,7103.69,0,,,,0,84.45
8338-QIUNR,1,Female,26,Yes,No,No,No,0,United States,California,Petaluma,94952,"38.237018, -122.77872",38.237018,-122.77872,3,Q3,No,0,54,None,Yes,11.76,Yes,Yes,Fiber Optic,52,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.1,5064.85,NaN,0,635.04,5699.89,0,,,,0,95.1
0657-DOGUM,1,Female,68,No,Yes,No,No,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,Q3,No,0,4,None,Yes,26.23,Yes,Yes,NaN,29,No,No,No,No,No,No,No,Yes,Month-to-Month,NaN,Bank Withdrawal,74.9,NaN,0,0,NaN,426.67,4,,,,4,74.9
7989-AWGEH,NaN,Female,43,No,No,No,No,0,United States,NaN,Kirkwood,95646,"38.631489, -120.015167",38.631489,-120.015167,NaN,Q3,No,0,NaN,Offer B,Yes,19.04,No,Yes,Fiber Optic,21,Yes,No,Yes,Yes,NaN,Yes,NaN,NaN,NaN,NaN,Credit Card,102.5,4904.25,0,0,913.92,5818.17,0,,,,0,102.5
5174-RNGBH,1,Female,42,No,No,Yes,Yes,1,United States,California,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,4,Q3,Yes,5,10,None,Yes,26.37,Yes,NaN,Cable,26,Yes,Yes,No,NaN,Yes,No,No,Yes,One Year,No,Bank Withdrawal,70.3,676.15,0,0,263.7,939.85,0,,,,0,70.3
3345-PBBFH,1,Male,66,No,Yes,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,Yes,10,NaN,None,Yes,NaN,Yes,Yes,Fiber Optic,20,Yes,Yes,NaN,No,No,No,No,Yes,NaN,No,Bank Withdrawal,83.85,NaN,0,NaN,3008.3,NaN,0,,,,0,83.85
8738-JOKAR,1,Female,55,No,No,No,No,0,United States,California,Inglewood,90302,NaN,33.975332,-118.355252,4,Q3,No,NaN,1,None,Yes,2.38,No,No,None,0,No,No,No,No,NaN,No,No,No,Month-to-Month,NaN,Credit Card,19.9,NaN,0,0,2.38,22.28,0,,,,0,19.9
4931-TRZWN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Northridge,91324,"34.238208, -118.55029",34.238208,-118.55029,3,Q3,NaN,1,40,None,Yes,NaN,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.1,780.1,45.6,0,NaN,1989.3,0,,,,0,19.1
7148-XZPHA,1,Male,NaN,Yes,No,No,No,0,United States,California,Los Angeles,90057,"34.061918, -118.277939",NaN,-118.277939,4,Q3,No,0,NaN,NaN,Yes,29.16,Yes,Yes,Cable,NaN,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,NaN,4217.8,0,0,1516.32,5734.12,0,,,,0,NaN
4075-JFPGR,1,Male,45,No,NaN,No,NaN,0,United States,California,Palo Verde,NaN,"33.3249, -114.758334",33.3249,-114.758334,NaN,Q3,No,0,NaN,None,Yes,33.93,Yes,Yes,NaN,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.95,7544.3,25.42,0,2442.96,9961.84,0,,,,0,104.95
2235-EZAIK,1,NaN,68,No,Yes,Yes,No,0,United States,California,Ripon,95366,"37.750778, -121.13238",37.750778,-121.13238,4,Q3,Yes,NaN,54,None,Yes,23.94,No,No,None,0,No,No,NaN,No,No,NaN,NaN,NaN,Two Year,Yes,Mailed Check,18.95,1031.1,0,0,1292.76,2323.86,0,,,,0,18.95
6810-VCAEX,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,No,0,8,None,Yes,29.66,NaN,Yes,Fiber Optic,12,No,NaN,No,No,Yes,Yes,NaN,Yes,Month-to-Month,No,Bank Withdrawal,95.65,778.1,0,0,237.28,1015.38,3,,,,3,95.65
9479-HYNYL,1,Female,47,No,NaN,No,No,NaN,United States,California,NaN,92586,"33.707483, -117.200006",33.707483,-117.200006,1,Q3,No,0,23,Offer D,Yes,27.61,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.6,1758.6,0,0,635.03,2393.63,2,,,,2,75.6
7312-XSBAT,1,Female,26,Yes,No,NaN,NaN,3,United States,California,San Francisco,94105,"37.789168, -122.395009",37.789168,-122.395009,NaN,Q3,No,0,8,None,Yes,45.87,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.95,170.9,NaN,0,366.96,537.86,0,,,,0,19.95
5583-SXDAG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Coachella,92236,"33.680031, -116.171678",33.680031,-116.171678,NaN,Q3,No,0,26,Offer C,No,0,No,Yes,Cable,47,No,No,Yes,NaN,No,No,No,NaN,Month-to-Month,No,Bank Withdrawal,35.75,1022.5,0,NaN,0,1022.5,0,,,,0,35.75
8760-ZRHKE,NaN,Male,53,No,NaN,No,No,0,United States,California,Avalon,90704,"33.391181, -118.421305",NaN,-118.421305,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
9822-OAOVB,1,Male,38,No,NaN,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,Q3,No,NaN,5,Offer E,Yes,13.96,No,Yes,DSL,5,No,No,Yes,Yes,Yes,NaN,No,Yes,NaN,Yes,NaN,63.95,318.1,0,0,NaN,387.9,0,,,,0,63.95
6631-HMANX,1,Female,NaN,Yes,No,NaN,NaN,0,United States,California,Palo Cedro,96073,"40.582399, -122.195512",NaN,-122.195512,3,Q3,Yes,5,63,Offer B,Yes,20.51,No,NaN,Fiber Optic,NaN,No,Yes,No,No,Yes,Yes,Yes,No,NaN,Yes,Bank Withdrawal,96,6109.75,0,30,1292.13,7431.88,0,,,,0,96
0564-MUUQK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Sacramento,95818,"38.556306, -121.495817",NaN,-121.495817,3,Q3,Yes,5,68,Offer A,Yes,22.83,NaN,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,NaN,1728.2,0,0,1552.44,3280.64,0,,,,0,NaN
4524-QCSSM,1,Female,NaN,Yes,No,Yes,No,0,NaN,California,San Jose,95124,"37.257063, -121.923037",37.257063,-121.923037,NaN,Q3,Yes,3,62,Offer B,Yes,42.68,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,NaN,113.95,6891.4,0,0,2646.16,9537.56,0,,,,0,113.95
6296-DDOOR,1,NaN,36,No,No,No,No,0,United States,California,San Diego,92107,"32.741852, -117.243453",32.741852,-117.243453,4,Q3,No,0,51,NaN,Yes,NaN,NaN,Yes,Fiber Optic,7,No,No,NaN,No,Yes,Yes,Yes,Yes,NaN,No,Credit Card,87.55,NaN,0,0,732.87,5208.77,0,,,,0,87.55
5843-TTHGI,1,Male,80,No,Yes,No,No,0,United States,California,NaN,91304,NaN,34.224377,-118.632656,3,Q3,No,0,1,None,Yes,28.49,Yes,NaN,Fiber Optic,18,No,No,No,No,No,NaN,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0,0,28.49,103.84,3,,,,3,75.35
9480-BQJEI,1,Female,25,Yes,NaN,Yes,No,0,United States,California,Monte Rio,95462,"38.471049, -123.015549",NaN,-123.015549,3,Q3,No,0,72,None,Yes,21.96,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,NaN,Bank Withdrawal,105.5,7544,0,0,1581.12,9125.12,0,,,,0,105.5
5233-GEEAX,1,Male,56,No,No,No,No,0,United States,California,Reseda,91335,"34.200175, -118.540958",34.200175,-118.540958,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,1,NaN
7471-MQPOS,1,Male,70,No,Yes,Yes,Yes,3,United States,California,Fresno,93701,"36.749403, -119.787574",36.749403,-119.787574,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
2462-XIIJB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,No,0,8,None,No,0,No,Yes,Cable,4,Yes,NaN,NaN,NaN,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,44.55,343.45,NaN,0,0,343.45,0,,,,0,44.55
1951-IEYXM,1,Female,56,No,No,Yes,Yes,2,NaN,California,Wilton,95693,NaN,38.392559,NaN,5,Q3,Yes,4,70,Offer A,Yes,33.25,Yes,NaN,Fiber Optic,15,Yes,Yes,Yes,NaN,NaN,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.05,7869.05,0,0,2327.5,NaN,0,,,,0,113.05
0689-DSXGL,1,Male,54,No,No,No,Yes,3,United States,California,Greenville,95947,"40.160386, -120.835428",40.160386,-120.835428,4,Q3,No,0,29,Offer C,Yes,2,No,No,None,NaN,No,No,No,No,No,NaN,NaN,NaN,One Year,No,Mailed Check,19.85,NaN,0,0,58,593.05,0,,,,0,19.85
