Age,Married,Gender,Number_of_Dependents(mean/93460.99382 as:0.458579),Zip_Code,Total_Revenue,Satisfication_Score,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Churn_Category
45,0,1,0,93460.99382,3025.38111,2,1.840825123,1,5,1,32.33,1,1,1,9,0,0,0,0,0.377661216,1,0.346009975,1,30,0,2,95.65,2259.597129,2.040018645,6.506550218,32.33,3
72,0.466172382,1,0,93518,1765.95,3,0,34,0,0,0,0,1,1.370243294,28,0,1,1,0,1,1,0,1,730,1,1,56.25,2259.597129,0,0,0,0
62,1,1,0,96056,5736.47,3.260452152,1,56,1.390003085,1,39.72,1,1,3,11,1,0,0,0,1,0,0,1,365,0,1,65.2,3512.15,0,6.506550218,2224.32,0
22,1,2,3,94133,1642.96,3.260452152,1,32.40104487,0,1,48.02,1,0,0,0,0,0,0.333333333,0,0.377661216,0,0,0,365,0,2,24.35,2259.597129,0,0,1104.46,0
79,0.466172382,1,0,95346,8521.55,4,0,70,1.390003085,1,23.00672558,1,1,2,3,0.284034653,1,1,1,1,0,0,1,730,1,1,75.5,5212.65,0,0,3308.9,0
32,1,1,0.458721291,96003,187.99,5,9,3,0,1,45.33,0.417030568,0,0,0,0,0,0,0,0,0,0,0,292.0086393,0,3,19.1,52,0,0,135.99,0
33,0,1,0,95019,283.6,3,0,5,0,1,34.8,0.417030568,0,0,0,0,0,0.333333333,0,0,0,0,0.666460778,30,0,2,19.95,109.6,2.040018645,0,174,0
21,1,1,0,91604,3514.34,3.260452152,1,32.40104487,1,1,22.22,1,0,0,0,0,0,0,0.284119107,0,0,0,0,730,0,2,26.45,1914.5,0,0,1599.84,0
65,0,1.507892293,0,90808,5811.56,3,0,47,0,1,36.58,0,1,1,20,1,0,0,0,0,1,1,0.666460778,30,0,2,85.5,4042.3,2.040018645,50,1719.26,5
24,1,2,0,93460.99382,3025.38111,3,1.840825123,9,0,0.905519177,14.91,0,1,2,82,0,0.334686232,1,0,1,1,1,1,30,1,3,70.05,564.4,0,0,134.19,0
63,0,1,0,93460.99382,394.25,4,0,5,5,1,8.32,0,0.774630542,3,22,0.284034653,0,0,1,1,0,0,1,30,1,1,64.35,2259.597129,0,0,41.6,0
50,0,1.507892293,0,93460.99382,6728.23,4,0,68,0,0.905519177,18.53,0,1,1.370243294,21,0,1,1,0,0,0,0,0,292.0086393,0,2,79.6,5461.45,3.26,10,1260.04,0
67,0,2,0.458721291,93530,6177.21,4,0,49,2,1,43.19,1,1,2,10,1,1,1,1,0,1,1,1,730,0,2,64.19761171,4060.9,2.040018645,0,751.9429664,0
52,1,2,0,93460.99382,10682.2,3,5,72,1,1,30.75,1,1,1,3,1,1,1,1,1,1,1,1,730,0.578473945,1.505276226,114.05,8468.2,2.040018645,6.506550218,2214,0
46.78522868,1,1.507892293,0,93647,3025.38111,3.260452152,4,4,0,0,0,0,1,3,20.32366698,0.284034653,1,0.333333333,0,1,0.379523662,1,1,292.0086393,1,1,64.19761171,201,0,0,0,4
59,1,1,0,93460.99382,8115.79,3,6,72,0,0.905519177,43.12,0,1,2,22,0.284034653,1,1,0,1,0,0,1,730,1,2,70.65,5011.15,0,0,3104.64,0
32,0,2,0.458721291,95120,5344.06,3,0,52,2,1,15.1,1,1,1,17,0,0,1,0,0,1,1,1,730,1,2,89.45,4577.75,18.89,0,785.2,0
46.78522868,1,2,1,95446,3025.38111,3,9,72,1,1,7.16,1,1,1,24,1,1,1,1,1,0,0,1,730,1,2,106.1,7548.6,23.39,0,515.52,0
49,0,2,2,93460.99382,2185.3,3.260452152,0,60,2,0.905519177,16.59,0,0,0,0,0,0,0.333333333,0.284119107,0,0,0,0,730,0.578473945,2,19.95,1189.9,0,0,751.9429664,0
19,0,1,0,91706,7936.54,4,0,51,2,0.905519177,43.79,1,1,1,82,0,1,1,1,1,1,1,1,365,1,1,111.5,5703.25,0,6.506550218,2233.29,0
56,0,2,0,95690,79.15,3.260452152,0,1,0,1,4.8,0,1,1,11,0,1,0,0,0,0,0,1,292.0086393,1,1,74.35,74.35,0,0,4.8,5
46.78522868,0,2,2,95550,3025.38111,3.260452152,0,19,4,1,14.48,1,0,0,0,0.284034653,0.334686232,0,0,0,0,0,0.666460778,30,1,2,24.1,439.2,0,0,275.12,0
36,1,1,0.458721291,93460.99382,454.15,4,3,32.40104487,3,1,2.82,0,0,1.370243294,0,0,0.334686232,0,0,0,0,0,0,730,1,2,64.19761171,2259.597129,0,0,70.5,0
28,1,2,1,93460.99382,3025.38111,5,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
27,0.466172382,1,0,93312,3025.38111,1,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,1
40,1,2,0,93241,5568.49,3,1.840825123,65,2,1,23.00672558,1,1,3,30,0.284034653,1,0,0,0,0.379523662,1,1,730,1,3,69.55,4459.15,23.61,0,1132.95,0
25,0,1,0,94621,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
49,0,1.507892293,0,92879,1834.21,5,1.840825123,19,4,1,9.55,0,1,1.370243294,6,0,0,1,1,1,0,0,1,30,0.578473945,2,89.95,1682.4,29.64,0,181.45,0
36,1,1,0,91401,6672.2,4,1.840825123,53,2,1,18,1,1,1,20.32366698,0,1,1,0.284119107,1,1,0.346009975,1,365,1,1,108.95,5718.2,0,0,954,0
42,0,1,0,90602,454.54,3.260452152,0,4,5,1,29.11,1,1,1,9,0,0.334686232,0,0,0,0,0,1,30,0,1,75.35,338.1,0,0,116.44,1
22,0,1,1,93270,330.8,3.260452152,0,8,0,0,0,0,1,3,51,1,0,0,0,0,1,1,1,30,1,1,64.19761171,330.8,0,0,0,0
38,0,2,0,94103,3025.38111,4,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
46.78522868,1,2,0,93641,3025.38111,4,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
47,1,2,0,95830,2580.72,5,1,32.40104487,1.390003085,1,3.12,0.417030568,1,3,6,0,0,1,1,1,1,1,1,365,1,2,79.3,2259.597129,0,6.506550218,96.72,0
23,1,1,0,93460.99382,3025.38111,4,10,67,1,1,4.71,1,1,1.370243294,58,0.284034653,1,1,0,0,1,1,1,365,0,3,75.1,5064.45,2.040018645,0,315.57,0
64,1,2,0,92019,4120.31,4,2,35,0,0.905519177,23.00672558,1,1,1,10,0.284034653,0,0,1,1,0,0,0,292.0086393,1,1.505276226,91.5,3236.35,40.79,90,834.75,0
46,1,1.507892293,1,93243,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
49,0.466172382,1,0,95965,3025.38111,3.260452152,0,5,0,1,24.53,0,0,0,0,0,0,0,0,0,0,0.346009975,0,30,0,2,20.55,96.1,0,0,751.9429664,0
46.78522868,0.466172382,2,0,94941,391.93,3,0,3,5,1,32.76,0.417030568,0.774630542,1,73,0,0,0.333333333,1,1,1,1,1,30,1,1,98.7,293.65,0,0,751.9429664,3
21,1,1,1,94610,5939.47,3,2,32.40104487,2,1,18.42,1,1,1.370243294,47,1,0,0,1,1,0,1,1,365,0.578473945,1.505276226,95.15,5000.05,0,0,939.42,0
39,1,2,2,93460.99382,92.12,3.260452152,4,4,0,1,3.63,0,0,1.370243294,0,0,0,0,0,0,0,0,0,30,1,3,20.5,77.6,0,0,14.52,0
47,1,2,0,94014,1800.75,1,1,20,0,1,16.49,0,0.774630542,1,8,0,0.334686232,0,0,0,0,0,0.666460778,30,1,1,70.45,2259.597129,0,0,329.8,1
80,1,1,0,94951,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
61,0,2,0,91331,3025.38111,5,0,9,1.390003085,0.905519177,0,0,1,3,7,0,0,0,0,0,0,0,1,30,1,1,24.95,190.25,0,0,751.9429664,0
46.78522868,0.466172382,1,0,93460.99382,3025.38111,4,1,8,5,1,28.37,0,0,1.370243294,0,0,0,0,0,0,0.379523662,0,0,365,0,1,19.8,160.05,0,0,226.96,0
44,1,1,0,94588,1970.64,3,6,29,3,1,49.96,0,0,0,0,0,0,0,0,0,0.379523662,0,0.666460778,730,1,1.505276226,19.55,521.8,0,6.506550218,751.9429664,0
56,1,2,3,95446,9679.97,3,3,62,1.390003085,1,40.66,1,1,1,21,1,1,1,1,1,1,0.346009975,1,730,0,1.505276226,115.55,7159.05,0,0,2520.92,0
44,0,2,0,92563,1489.3,3.260452152,0,46,0,0,0,0,1,2,19,1,0,0,0,0,0,0.346009975,1,292.0086393,1,1,30.75,1489.3,2.040018645,0,0,0
46.78522868,0.466172382,1.507892293,0.458721291,95978,184.2,3,0,32.40104487,0,1,40.2,0,0,0,0,0,0,0,0.284119107,0,0,0,0,30,0,3,20,63.6,0,0,120.6,0
32,1,2,2,90631,75.01,4,10,32.40104487,0,0.905519177,26.26,0,1,1.370243294,22,1,0,0,0.284119107,0,0.379523662,0,1,30,1,2,48.75,2259.597129,0,6.506550218,26.26,0
74,0,1,0,93514,3025.38111,3.260452152,0,3,5,1,41.44,0,0.774630542,1,20.32366698,0,0,1,0.284119107,0,0.379523662,0,0,365,0,2,75.05,2259.597129,5.49,10,124.32,0
42,1,1,0,94041,3556.31,5,2,32.40104487,1,1,23.00672558,0.417030568,0,0,0,0,0,0,0,0,0,0.346009975,0,730,1,2,25.95,1801.9,0,0,1754.41,0
46.78522868,0.466172382,1.507892293,0.458721291,92501,168.19,5,0,2,0,0.905519177,27.02,0.417030568,0.774630542,2,26,0.284034653,1,0,0,0.377661216,0,0,1,30,1,1.505276226,59,114.15,0,0,54.04,0
60,1,1,1,90291,7222.51,3,5,61,2,1,18.26,1,1,1,19,1,1,1,0,0,1,1,0,365,1,2,100.7,6018.65,0,90,1113.86,0
46.78522868,0,1,0,95610,7037.75,3.260452152,0,32.40104487,0,1,29.6,1,1,1,3,0,0,1,0.284119107,1,1,0,0.666460778,292.0086393,1,1,100.15,5409.75,2.040018645,0,1628,0
59,0,2,0.458721291,94576,600,2,0,18,4,0.905519177,0,0,1,3,26,0.284034653,0.334686232,1,0,0,0,0,0.666460778,30,1,2,33.5,2259.597129,0,0,751.9429664,2
47,0,1,0.458721291,92592,3025.38111,2,0,4,5,1,7.39,1,0.774630542,1,20.32366698,0,1,0,1,0,1,1,1,30,1,1,93.5,362.2,0,0,29.56,1
42,0.466172382,1,0,92368,3025.38111,5,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
43,0.466172382,1.507892293,0,92107,5123.53,4,1,32.40104487,0,1,3.79,0,1,1,14,0,0,0.333333333,0,1,1,1,1,30,0,2,89.7,4952.95,41.66,0,212.24,0
75,0,2,0.458721291,93460.99382,43.3,3,0,1,5,0,0,0,1,3,26,0.284034653,1,1,0,0,0.379523662,0,1,30,1,1,43.3,43.3,0,0,0,5
75,0,2,0,95017,6023.63,3,0,52,2,0.905519177,42.19,1,1,1,11,0,0,0,0,0,0,0,1,730,1,1,64.19761171,3829.75,0,0,2193.88,0
51,1,1,2,96143,3025.38111,5,4,40,0,1,29.42,1,1,1.370243294,23,0,1,1,0,1,0,0,1,292.0086393,1,2,96.35,3915.4,0,0,751.9429664,0
46.78522868,0.466172382,1.507892293,0.458721291,93623,534.55,5,7,7,5,1,28.7,0,1,3,20.32366698,0,0,0,0.284119107,0,0.379523662,0,1,30,0,1,44.75,333.65,0,0,200.9,0
27,0,1,0,91786,2442.74,4,0,26,0,1,39.84,0,1,2,42,0.284034653,1,1,0,0.377661216,0.379523662,0,1,30,1,1.505276226,54.75,1406.9,0,0,751.9429664,0
80,0,1,0,91606,60.34,1,0,1,5,1,15.24,0,1,3,14,0,0,0,0,0,0,0,1,30,0,1.505276226,45.1,45.1,0,0,15.24,1
46.78522868,0.466172382,1.507892293,0.458721291,90701,3025.38111,3.260452152,0,61,2,1,42.4,1,1,1,71,1,1,1,0,1,1,1,1,365,1,1.505276226,107.75,6521.9,0,0,2586.4,0
46.78522868,0.466172382,1.507892293,0.458721291,96057,2567.97,5,7,26,0,1,23.31,0,1,3,20,0.284034653,1,0,1,1,1,1,0,30,1,1,73.05,1959.5,47.59,6.506550218,606.06,0
79,0.466172382,2,0,93460.99382,3025.38111,3.260452152,7,38,3,1,4.75,1,0.774630542,1.370243294,24,0,1,0.333333333,0,1,1,0.346009975,0.666460778,730,0.578473945,1.505276226,102.6,4009.2,45.81,0,180.5,0
69,0,1,0,92672,3025.38111,4,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
79,1,2,0,94574,6920.9,3,7,67,1,1,42.07,0,1,2,20.32366698,0.284034653,1,0,1,0,0,0,1,292.0086393,1,1,60.95,4119.4,17.19,0,2818.69,0
42,0,2,0,93460.99382,9594.77,3,0,69,0,1,47.43,1,1,3,22,1,1,1,1,1,0.379523662,1,1,730,0,2,90.65,6322.1,0,6.506550218,3272.67,0
42,0,1,0,93460.99382,39.61,5,0,1,5,0.905519177,20.11,0,0,0,0,0,0,0,0,0,0,0,0.666460778,292.0086393,0,1.505276226,19.5,19.5,0,0,20.11,0
80,0.466172382,1.507892293,1,90602,3102.36,2,1,37,3,1,6.33,0.417030568,1,1,20.32366698,0,0.334686232,0.333333333,0,0.377661216,0,0,1,30,1,1,76.5,2868.15,0,0,234.21,4
24,0,2,0,93621,3081.23,5,0,31,0,0.905519177,17.18,1,1,1,76,0,0,0.333333333,1,0,0,0,1,365,0,2,81.7,2548.65,0,0,532.58,0
49,0.466172382,1.507892293,0,93460.99382,6867.8,3.260452152,1.840825123,61,0,1,15.15,1,1,1,28,1,0,0.333333333,0.284119107,1,0.379523662,0,1,30,0,1,99.4,5943.65,0,0,924.15,0
61,0,1,0,91301,675.49,3,0,13,4,1,33.13,0,0,0,0,0.284034653,0,0,0,0,0,0,0,365,0,1,19.65,2259.597129,0,0,430.69,0
31,0,2,1,93616,7605.44,5,0,64,2,1,22.41,0,1,1,24,0,1,0,1,1,1,1,1,30,1,2,99.15,6171.2,0,0,1434.24,0
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,3696.96,5,0,34,0,1,23.54,1,1,1,76,0,0,0,0,1,0.379523662,0,0,30,0,1.505276226,85.35,2259.597129,0,0,800.36,0
60,1,2,1,92275,3025.38111,5,1,62,0,1,16.48,0.417030568,0,0,0,0.284034653,0,0,0.284119107,0.377661216,0,0,0,365,0,1,24.8,1476.25,0,0,1021.76,0
47,1,2,1,93460.99382,3025.38111,4,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
46.78522868,0.466172382,1.507892293,0.458721291,95427,2181.45,3.260452152,1,20,4,1,18.05,0,0.774630542,1,5,0,0,0,0,0.377661216,1,1,0.666460778,30,1,2,89,1820.45,0,0,361,2
20,0.466172382,1,0,95226,1288.55,3,1.840825123,19,0,1,8.3,0,1,3,48,0,1,0.333333333,0.284119107,0,1,1,1,30,1,2,64.19761171,1130.85,0,0,751.9429664,0
29,0,2,0.458721291,90024,53.73,1,0,1,1.390003085,1,33.58,0,0,0,0,0,0.334686232,0,0,0,0,0,0.666460778,30,0,2,20.15,20.15,0,6.506550218,33.58,1
58,0,2,1,95136,90.71,3,0,2,0,0.905519177,21.18,0,0,0,0,0,0,0,0,0,0.379523662,0,0.666460778,30,0,2,19.25,48.35,0,0,42.36,0
80,0,1,0.458721291,94536,3025.38111,3,0,56,0,1,37.3,1,1,3,8,1,0,1,1,0,1,0,1,730,0,1,73.25,2259.597129,17.16,6.506550218,2088.8,0
19,1,2,3,91775,117.37,5,1,1,0,1,36.32,0,1,1,85,0,0,0,0,0,1,1,1,30,1,1,81.05,81.05,0,6.506550218,36.32,0
39,0,2,0,91436,3025.38111,4,0,32.40104487,0,0,0,0,1,3,6,1,1,0,0,0,1,1,1,30,1,1,64.19761171,1156.55,0,0,0,0
46.78522868,1,1,0,93460.99382,2411.42,3,3,23,0,1,31.39,0,1,3,29,1,0.334686232,1,1,0,1,1,1,365,0.578473945,1,68.75,1689.45,0,0,751.9429664,0
46.78522868,1,2,0,92121,1819.51,5,2,33,0,1,34.22,0,0,0,0,0,0.334686232,0.333333333,0.284119107,0,0,0,0,365,0.578473945,1.505276226,20.6,690.25,0,6.506550218,1129.26,0
31,0,2,0,93906,29.97,5,0,1,5,1,10.22,0,0.774630542,0,0,0,0,0,0.284119107,0,0.379523662,0,0,30,1,2,19.75,19.75,0,0,10.22,0
46.78522868,1,1.507892293,0,90704,1498.17,1,6,25,3,0,0,0,1,3,48,1,1,1,0.284119107,0.377661216,0.379523662,1,1,30,1,2,58.6,1502.65,4.48,0,751.9429664,3
46.78522868,0.466172382,1.507892293,0.458721291,91607,6947.38,3,0,72,0,1,8.29,1,1,2,13,0,1,1,1,1,1,1,1,730,0.578473945,1.505276226,86.6,2259.597129,2.040018645,0,596.88,0
22,0.466172382,1,0,95663,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
54,0,2,0,93460.99382,6285.18,3,0,51,0,1,42.93,0.417030568,1,1.370243294,11,0,1,0.333333333,0,0,0,0,0,30,0,1,81,4085.75,0,10,751.9429664,0
27,0,2,0.458721291,95449,149.73,3,0,2,5,1,29.69,0,1,2,52,0.284034653,0,0.333333333,0,0.377661216,0,1,0,30,0,1,46.05,80.35,0,10,59.38,3
46.78522868,0,1,0.458721291,91103,1550.23,4,0,18,4,0.905519177,11.36,1,1,1,13,0,0,0,0.284119107,0,0,0,1,30,1,1,74.15,1345.75,0,0,204.48,0
46.78522868,1,1,0,93705,1119.8,3.260452152,0,42,2,1,5.95,0,0,1.370243294,20.32366698,0,0,0.333333333,0,0,0,0,0,30,0,2,20.35,869.9,0,0,249.9,0
51,1,2,0,95926,142.83,3,3,3,0,1,31.06,0,0,0,0,0,0,0,0,0.377661216,0,0,0.666460778,30,0.578473945,1,20,49.65,2.040018645,0,93.18,0
34,0,1.507892293,0,92121,122.57,3,0,1,0,1,41.77,0.417030568,1,1,15,0.284034653,0,0.333333333,0,0,1,1,1,30,1,1,80.8,2259.597129,0,0,41.77,1
46.78522868,1,2,0,92657,3025.38111,4,8,61,2,1,12.32,1,1,1,7,0,1,1,1,1,0.379523662,1,0.666460778,30,1,1.505276226,114.1,7132.15,2.040018645,0,751.52,0
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,5
44,0,2,2,92258,2767.86,3,0,62,0,1,24.48,0,0,1.370243294,0,0,0,0,0.284119107,0,0,0.346009975,0,730,0,1.505276226,20,1250.1,0,0,1517.76,0
80,1,2,0,92651,5990,3.260452152,9,32.40104487,0,1,14.49,1,1,1,17,1,1,1,0,0.377661216,0,0,1,365,1,1,101.9,5265.5,0,0,724.5,0
42,1,2,0,90640,7624,3.260452152,5,67,1,1,17.4,0.417030568,1,1,11,0,1,1,0.284119107,0,1,1,0,730,1,1,93.15,6368.2,0,6.506550218,1165.8,0
78,0.466172382,1,0,90040,3832.45,5,1.840825123,49,0,0.905519177,35.65,0,1,3,3,0,0.334686232,0,0,0,0,0.346009975,1,730,0.578473945,2,43.8,2259.597129,20.45,0,1746.85,0
46.78522868,0.466172382,1.507892293,0.458721291,93434,6427.11,3,1,66,1,1,48.11,0,1,2,27,0,0,0.333333333,1,0,0.379523662,0,1,365,1,1.505276226,49.4,3251.85,0,0,3175.26,0
53,0,2,0,90004,3025.38111,3,1.840825123,45,0,0,0,0,0.774630542,3,10,1,0,1,1,0,0.379523662,0,1,365,0,1,42.3,1840.75,0,0,0,0
46.78522868,0.466172382,1.507892293,0.458721291,93665,6202.64,2,0,59,0,1,10.78,1,1,1,15,0,0,0,0,1,1,0,0.666460778,292.0086393,0.578473945,1,93.85,5574.75,8.13,0,636.02,4
41,1,2,3,93460.99382,1077.5,1,1,31,1.390003085,0,23.00672558,0,1,3,23,1,0,0.333333333,0.284119107,0,0,0,0.666460778,30,0,1.505276226,64.19761171,1077.5,0,0,751.9429664,3
20,1,2,1,92020,4489.6,4,1,32.40104487,1.390003085,1,38.3,0,1,3,20.32366698,0,0.334686232,1,0,0,0,1,1,365,0.578473945,2,55.8,2651.2,0,0,1838.4,0
46.78522868,1,2,0,93460.99382,3863.47,5,0,56,0,1,48.87,0,0,0,0,0,0,0,0,0,0,0,0,365,0,2,19.95,1126.75,0,0,2736.72,0
55,0,2,0,91935,484.33,3,0,32.40104487,0,1,31.92,0,1,1,4,0,0.334686232,0.333333333,1,0,1,1,1,30,1,1,90.4,356.65,0,6.506550218,127.68,0
51,1,2,0,92539,2614.45,3,1.840825123,24,3,1,23.00672558,1,1,1,15,0,1,1,0,1,1,1,1,30,1,1,104.65,2259.597129,0,0,72,1
34,0,1,0,95336,842.82,3,0,8,5,1,33.54,0,0.774630542,3,14,1,0,0,1,0.377661216,1,1,1,30,0,1,66.05,574.5,0,0,268.32,0
77,0,1.507892293,0,94127,2306.48,4,0,22,0,0.905519177,23.43,0,0.774630542,1,22,1,1,0,0,0,0.379523662,0,0.666460778,292.0086393,0,1,81.7,1820.9,29.88,0,515.46,0
46.78522868,0,2,0,91340,997.6,5,1.840825123,9,0,0.905519177,34.75,1,1,1,20.32366698,0,0,0,0,0,0,0,1,30,1,1,64.19761171,2259.597129,0,0,312.75,0
55,0,1.507892293,0,90623,990.9,3,0,10,4,0.905519177,12.78,0,1,1,2,0,0,0,0,1,1,1,1,30,0.578473945,1,89.5,863.1,0,0,127.8,3
50,0,1.507892293,0,93460.99382,7435.88,3,0,69,0,1,2.52,0,1,1,24,0,1,1,1,0.377661216,1,1,0.666460778,365,1,1,64.19761171,7262,0,0,173.88,3
39,1,1,0,93460.99382,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
22,0,1,0,92227,1571.68,4,0,13,0,0.905519177,44.99,0.417030568,0.774630542,1,20.32366698,0,0,0.333333333,0,0,1,1,1,292.0086393,1,1,80.5,1011.8,2.040018645,0,584.87,0
46,0,2,0,92860,3025.38111,4,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
42,0,2,0,93274,1611.68,3,0,52,2,0,0,0.417030568,1,2,14,0,1,0,0,0,0,0,1,365,0,3,30.1,1623.4,11.72,0,0,0
46.78522868,0.466172382,1.507892293,0.458721291,92066,5890.9,3.260452152,1.840825123,50,2,1,9.18,1,0.774630542,1,2,1,1,1,0,1,1,1,1,30,0,1,108.75,2259.597129,0,0,459,0
43,0,2,0,94114,1676.31,1,0,24,0,1,8.99,1,1,3,20.32366698,1,0.334686232,0,0,0.377661216,0,0,0,30,1,1,55.65,2259.597129,0,60,215.76,1
77,1,1,0,92267,7622.22,4,2,63,0,1,18.14,1,1,1,2,0,1,1,0,1,1,1,1,30,1,1.505276226,103.5,6479.4,0,0,751.9429664,0
73,0.466172382,2,0,93207,94.54,3,0,1,5,1,49.34,0,1,3,15,0,0,0,0,0,0.379523662,0,1,730,0,1,45.2,45.2,0,0,49.34,0
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,3555.7,3,0,34,0,1,45.56,0,1,3,7,0.284034653,1,0,0,0,1,1,1,292.0086393,0.578473945,1,64.35,2053.05,46.39,0,1549.04,0
75,1,2,0,93460.99382,7103.69,3,3,72,1.390003085,1,23.00672558,1,1,2,20.32366698,1,0.334686232,1,0,1,1,0,1,730,0,2,84.45,5899.85,0,0,1203.84,0
26,0,1,0,94952,5699.89,3,0,54,0,1,11.76,1,1,1,52,0,0,1,1,0,1,1,1,730,1,1,95.1,5064.85,2.040018645,0,635.04,0
68,0,1,0.458721291,93460.99382,426.67,1,0,4,0,1,26.23,1,1,1.370243294,29,0,0,0,0,0,0,0,1,30,0.578473945,1,74.9,2259.597129,0,0,751.9429664,4
43,0,1,0,95646,5818.17,3.260452152,0,32.40104487,2,1,19.04,0,1,1,21,1,0,1,1,0.377661216,1,0.346009975,0.666460778,292.0086393,0.578473945,2,102.5,4904.25,0,0,913.92,0
42,1,1,1,90031,939.85,4,5,10,0,1,26.37,1,0.774630542,2,26,1,1,0,0.284119107,1,0,0,1,365,0,1,70.3,676.15,0,0,263.7,0
